target_id,abundance,abundance
PRQ35880,1.0,1.0
PRQ39350,37.0,37.0
PRQ41109,25.0,25.0
PRQ37537,25.0,25.0
PRQ38622,57.0,57.0
PRQ37367,6.0,6.0
PRQ39818,10.0,10.0
PRQ36665,17.0,17.0
PRQ39187,39.0,39.0
PRQ36103,2.0,2.0
PRQ41398,12.0,12.0
PRQ38505,1.0,1.0
PRQ36543,1.0,1.0
PRQ37570,1.0,1.0
PRQ36790,2.0,2.0
PRQ36659,2.0,2.0
PRQ39981,3.0,3.0
PRQ37270,1.0,1.0
PRQ37759,6.0,6.0
PRQ40201,18.0,18.0
PRQ40974,13.0,13.0
PRQ40285,3.0,3.0
PRQ41412,40.0,40.0
PRQ40255,191.0,191.0
PRQ40153,2.0,2.0
PRQ36318,1.43776,1.43776
PRQ41414,49.0,49.0
PRQ40675,13.0,13.0
PRQ37666,1.0,1.0
PRQ39888,19.0,19.0
PRQ41039,2.0,2.0
PRQ38161,8.0,8.0
PRQ40262,10.0,10.0
PRQ36181,3.0,3.0
PRQ36592,1.0,1.0
PRQ38188,26.0,26.0
PRQ41462,11.0,11.0
PRQ38417,10.8155,10.8155
PRQ40729,3.0,3.0
PRQ40371,12.0,12.0
PRQ38475,9.0,9.0
PRQ40994,13.0,13.0
PRQ37779,16.0,16.0
PRQ40891,18.0,18.0
PRQ37904,1.0,1.0
PRQ38288,12.0,12.0
PRQ40191,39.0,39.0
PRQ39024,11.0,11.0
PRQ38544,3.0,3.0
PRQ38852,2.0,2.0
PRQ37131,16.0,16.0
PRQ38481,24.0204,24.0204
PRQ38579,1.0,1.0
PRQ39401,3.0,3.0
PRQ39059,4.0,4.0
PRQ37006,23.5591,23.5591
PRQ35887,9.0,9.0
PRQ39694,18.0,18.0
PRQ37814,46.0,46.0
PRQ41316,123.0,123.0
PRQ41308,11.0,11.0
PRQ35929,224.0,224.0
PRQ36575,16.0,16.0
PRQ41149,13.0,13.0
PRQ37249,1.24537,1.24537
PRQ38853,16.0,16.0
PRQ40013,10.0,10.0
PRQ39162,1.0,1.0
PRQ41400,4.0,4.0
PRQ40614,4.0,4.0
PRQ39198,1.24106,1.24106
PRQ35934,2.0,2.0
PRQ38286,7.0,7.0
PRQ39862,12.0,12.0
PRQ41137,2.0,2.0
PRQ40392,8.0,8.0
PRQ37206,13.0,13.0
PRQ40612,2.0,2.0
PRQ40607,1.0,1.0
PRQ39109,10.0,10.0
PRQ41459,47.0,47.0
PRQ40538,132.0,132.0
PRQ37775,13.5157,13.5157
PRQ40918,12.0,12.0
PRQ39351,8.0,8.0
PRQ41125,38.0,38.0
PRQ40395,3.0,3.0
PRQ39183,3.0,3.0
PRQ41322,26.0,26.0
PRQ36282,7.0,7.0
PRQ37889,10.0,10.0
PRQ39533,1.0,1.0
PRQ40342,2.0,2.0
PRQ37223,1.0,1.0
PRQ38279,16.0,16.0
PRQ40203,10.0,10.0
PRQ41067,2.0,2.0
PRQ38914,1.20473,1.20473
PRQ39100,1.0,1.0
PRQ40382,40.0,40.0
PRQ37419,191.96,191.96
PRQ38604,3.0,3.0
PRQ41177,1.0,1.0
PRQ38026,1.0,1.0
PRQ39704,6.0,6.0
PRQ39680,28.0,28.0
PRQ40062,21.0,21.0
PRQ41273,52.0,52.0
PRQ41296,5.0,5.0
PRQ39593,1.0,1.0
PRQ41384,2.0,2.0
PRQ39960,144.0,144.0
PRQ37030,22.0,22.0
PRQ38765,2.42889,2.42889
PRQ37199,19.0,19.0
PRQ37391,1.0,1.0
PRQ36481,4.0,4.0
PRQ39455,25.0,25.0
PRQ41041,1.0,1.0
PRQ40535,2.0,2.0
PRQ36718,5.0,5.0
PRQ36042,0.986751,0.986751
PRQ37425,3.0,3.0
PRQ36601,1.22354,1.22354
PRQ37193,4.0,4.0
PRQ37687,1.0,1.0
PRQ41439,25.0,25.0
PRQ36244,1.0,1.0
PRQ37315,24.0,24.0
PRQ37162,4.0,4.0
PRQ39890,97.0,97.0
PRQ38600,16.0,16.0
PRQ39383,27.0,27.0
PRQ40870,4.0,4.0
PRQ37160,42.0,42.0
PRQ39493,22.0,22.0
PRQ37783,16.0,16.0
PRQ39005,45.0,45.0
PRQ40552,27.0,27.0
PRQ39007,40.0,40.0
PRQ39418,1.0,1.0
PRQ40079,6.0,6.0
PRQ40385,32.0,32.0
PRQ35943,17.0,17.0
PRQ39155,1.0,1.0
PRQ39586,5.0,5.0
PRQ37833,30.0,30.0
PRQ38899,26.0,26.0
PRQ37886,2.0,2.0
PRQ40163,35.0,35.0
PRQ38125,2.0,2.0
PRQ39760,53.0,53.0
PRQ40322,20.0,20.0
PRQ40728,18.0,18.0
PRQ35979,2.0,2.0
PRQ40091,2.0,2.0
PRQ36422,1.0,1.0
PRQ39813,6.0,6.0
PRQ41079,40.0,40.0
PRQ39564,2.0,2.0
PRQ39737,7.0,7.0
PRQ41014,15.0,15.0
PRQ39743,14.0,14.0
PRQ36162,4.97543,4.97543
PRQ39828,29.0,29.0
PRQ40644,66.0,66.0
PRQ36468,1.0,1.0
PRQ37879,7.0,7.0
PRQ41257,8.0,8.0
PRQ40886,105.0,105.0
PRQ39150,1.0,1.0
PRQ37275,1.0,1.0
PRQ37822,1.0,1.0
PRQ39962,5.0,5.0
PRQ39998,8.0,8.0
PRQ40879,19.8012,19.8012
PRQ39250,5.0,5.0
PRQ36072,1.0,1.0
PRQ40051,6.0,6.0
PRQ36196,1.52548,1.52548
PRQ37465,1.00227,1.00227
PRQ40624,3.0,3.0
PRQ38331,5.0,5.0
PRQ40755,32.0,32.0
PRQ37140,27.7718,27.7718
PRQ39660,10.0,10.0
PRQ40162,1.69461,1.69461
PRQ38761,10.0,10.0
PRQ41478,3.0,3.0
PRQ38459,2.0,2.0
PRQ37771,1.0,1.0
PRQ37531,110.0,110.0
PRQ39166,2.0,2.0
PRQ40884,6.0,6.0
PRQ37787,2.0,2.0
PRQ40148,77.8928,77.8928
PRQ37069,3.0,3.0
PRQ40682,2.0,2.0
PRQ40662,20.0,20.0
PRQ37020,12.0,12.0
PRQ39868,1.0,1.0
PRQ38858,1.0,1.0
PRQ35916,24.0,24.0
PRQ36542,2.0,2.0
PRQ39635,127.0,127.0
PRQ39012,13.0,13.0
PRQ41202,8.90726,8.90726
PRQ39330,13.2924,13.2924
PRQ41420,17.0,17.0
PRQ38734,4.0,4.0
PRQ41173,33.0,33.0
PRQ38835,6.0,6.0
PRQ40319,3.0,3.0
PRQ36373,12.5232,12.5232
PRQ36419,6.0,6.0
PRQ36280,5.70451,5.70451
PRQ40281,104.0,104.0
PRQ36352,80.0,80.0
PRQ37795,9.0,9.0
PRQ41012,2.0,2.0
PRQ36235,0.678294,0.678294
PRQ37854,1.0,1.0
PRQ39808,20.0,20.0
PRQ40132,22.0,22.0
PRQ40922,44.0,44.0
PRQ40681,76.0,76.0
PRQ38726,6.0,6.0
PRQ39876,36.0,36.0
PRQ40694,31.0,31.0
PRQ39301,1.0,1.0
PRQ36384,2.0,2.0
PRQ41266,14.0,14.0
PRQ35827,10.0,10.0
PRQ38538,4.0,4.0
PRQ38315,3.35869,3.35869
PRQ40240,54.0,54.0
PRQ40217,26.0,26.0
PRQ40812,66.0,66.0
PRQ39052,3.0,3.0
PRQ38870,5.0,5.0
PRQ40309,10.0,10.0
PRQ40253,22.0,22.0
PRQ39124,14.0,14.0
PRQ36340,1.0,1.0
PRQ39318,4.0,4.0
PRQ41122,8.0,8.0
PRQ37441,26.0,26.0
PRQ41327,40.0,40.0
PRQ40286,23.0,23.0
PRQ41385,3.0,3.0
PRQ36561,131.0,131.0
PRQ36371,2.0,2.0
PRQ40268,11.0,11.0
PRQ37186,3.0,3.0
PRQ38706,51.0,51.0
PRQ40120,1.0,1.0
PRQ38587,1.0,1.0
PRQ40897,95.0,95.0
PRQ36730,2.13616,2.13616
PRQ36455,1.0,1.0
PRQ36985,2.0,2.0
PRQ40822,33.0,33.0
PRQ40848,57.0,57.0
PRQ39127,19.0,19.0
PRQ38290,82.0,82.0
PRQ37740,7.0,7.0
PRQ36253,2.0,2.0
PRQ38424,53.0,53.0
PRQ40669,11.0,11.0
PRQ37963,4.0,4.0
PRQ37959,1.0,1.0
PRQ38001,1.0,1.0
PRQ40398,58.0,58.0
PRQ40678,2.0,2.0
PRQ38730,1.0,1.0
PRQ38638,8.0,8.0
PRQ39519,12.0,12.0
PRQ37631,4.0,4.0
PRQ39524,91.0,91.0
PRQ37559,16.3541,16.3541
PRQ41018,2.0,2.0
PRQ35962,5.32161,5.32161
PRQ41411,31.0,31.0
PRQ38058,24.0,24.0
PRQ38874,1.0,1.0
PRQ41405,51.0,51.0
PRQ39904,2.0,2.0
PRQ36190,4.00217,4.00217
PRQ41046,0.902813,0.902813
PRQ41380,30.0,30.0
PRQ40282,16.0,16.0
PRQ40366,6.0,6.0
PRQ36208,4.0,4.0
PRQ38613,12.0,12.0
PRQ40269,7.0,7.0
PRQ38009,16.0,16.0
PRQ41222,19.0,19.0
PRQ37917,1.0,1.0
PRQ40823,1.0,1.0
PRQ37280,46.0,46.0
PRQ40466,26.0,26.0
PRQ40476,2.0,2.0
PRQ40980,22.0,22.0
PRQ41307,49.0,49.0
PRQ39405,96.0,96.0
PRQ36876,3.0,3.0
PRQ40277,8.0,8.0
PRQ37792,4.0,4.0
PRQ36611,1.0,1.0
PRQ39871,81.0,81.0
PRQ40650,9.0,9.0
PRQ36104,5.0,5.0
PRQ38724,24.0,24.0
PRQ37313,34.0,34.0
PRQ36848,8.0,8.0
PRQ36274,17.0,17.0
PRQ39385,4.0,4.0
PRQ40846,20.0,20.0
PRQ37569,1.0,1.0
PRQ39302,3.1616,3.1616
PRQ39630,28.0,28.0
PRQ39099,27.0,27.0
PRQ39992,9.0,9.0
PRQ39623,1.0,1.0
PRQ36615,1.0,1.0
PRQ39329,154.181,154.181
PRQ40811,42.0,42.0
PRQ37219,1.0,1.0
PRQ39638,10.0,10.0
PRQ41422,1.0,1.0
PRQ41175,1014.0,1014.0
PRQ36277,8.0,8.0
PRQ41210,29.0,29.0
PRQ41321,4.0,4.0
PRQ39293,1.0,1.0
PRQ39094,12.0,12.0
PRQ39288,2.0,2.0
PRQ37957,1.0,1.0
PRQ41360,3.0,3.0
PRQ40244,19.0,19.0
PRQ40910,3.0,3.0
PRQ39884,27.0,27.0
PRQ38671,114.0,114.0
PRQ38882,2.0,2.0
PRQ37333,1.0,1.0
PRQ39192,1.0,1.0
PRQ39483,9.0,9.0
PRQ37874,4.20649,4.20649
PRQ40068,22.0,22.0
PRQ40705,8.0,8.0
PRQ38017,1.0,1.0
PRQ38890,35.0,35.0
PRQ36982,2.0,2.0
PRQ38684,47.0,47.0
PRQ39169,8.0,8.0
PRQ39273,1.0,1.0
PRQ39373,8.0,8.0
PRQ39982,2.0,2.0
PRQ39561,71.0,71.0
PRQ38741,7.65244,7.65244
PRQ36055,1.0,1.0
PRQ36641,2.0,2.0
PRQ39985,1.0,1.0
PRQ41245,5.0,5.0
PRQ40747,22.0,22.0
PRQ41054,48.0,48.0
PRQ38959,11.0,11.0
PRQ39388,2.0,2.0
PRQ38147,1.0,1.0
PRQ37758,29.448,29.448
PRQ40409,40.0,40.0
PRQ38893,1.0,1.0
PRQ37210,27.6574,27.6574
PRQ37011,2.0,2.0
PRQ36905,5.0,5.0
PRQ40602,35.0,35.0
PRQ36943,79.0,79.0
PRQ39512,9.0,9.0
PRQ41381,1.0,1.0
PRQ38617,18.0,18.0
PRQ36118,2.0,2.0
PRQ39248,104.0,104.0
PRQ37692,22.0,22.0
PRQ41401,12.0,12.0
PRQ38597,2.0,2.0
PRQ39632,17.0,17.0
PRQ40795,62.0,62.0
PRQ40506,6.0,6.0
PRQ39110,3.0,3.0
PRQ40574,2.0,2.0
PRQ40456,1.0,1.0
PRQ35866,2.0,2.0
PRQ38261,2.0,2.0
PRQ41015,17.0,17.0
PRQ40040,3.0,3.0
PRQ38408,106.0,106.0
PRQ37090,6.0,6.0
PRQ39879,1.0,1.0
PRQ38040,7.0,7.0
PRQ40363,5.0,5.0
PRQ41030,34.0,34.0
PRQ36097,1.0,1.0
PRQ37991,17.0,17.0
PRQ37985,138.0,138.0
PRQ39097,23.0,23.0
PRQ39334,62.0,62.0
PRQ39017,4.0,4.0
PRQ40324,37.0,37.0
PRQ39306,14.6573,14.6573
PRQ38872,4.72154,4.72154
PRQ41449,2.62047,2.62047
PRQ40642,8.0,8.0
PRQ40872,3.0,3.0
PRQ38319,4.0,4.0
PRQ39734,15.0,15.0
PRQ37682,1.0,1.0
PRQ40170,2.0,2.0
PRQ38451,2.0,2.0
PRQ37164,3.03111,3.03111
PRQ38889,3.0,3.0
PRQ39865,9.0,9.0
PRQ37026,1.0,1.0
PRQ37647,3.0,3.0
PRQ40057,4.0,4.0
PRQ41057,1.0,1.0
PRQ40896,2.0,2.0
PRQ36099,5.0,5.0
PRQ41151,37.0,37.0
PRQ40517,2.0,2.0
PRQ36092,35.0,35.0
PRQ39123,18.0,18.0
PRQ40271,27.0,27.0
PRQ36135,37.0,37.0
PRQ36450,2.3738,2.3738
PRQ37654,140.0,140.0
PRQ39970,1.0,1.0
PRQ40720,35.0,35.0
PRQ40598,1.0,1.0
PRQ40942,7.0,7.0
PRQ39698,4.0,4.0
PRQ41141,28.0,28.0
PRQ35863,39.0,39.0
PRQ40289,32.0,32.0
PRQ41214,13.0,13.0
PRQ36080,131.0,131.0
PRQ40418,23.0,23.0
PRQ41399,6.0,6.0
PRQ36194,1.0,1.0
PRQ37829,10.0,10.0
PRQ38599,31.0,31.0
PRQ39627,115.0,115.0
PRQ40155,41.0,41.0
PRQ39490,12.0,12.0
PRQ41240,1.0,1.0
PRQ36554,13.6161,13.6161
PRQ36273,13.0,13.0
PRQ40306,1.0,1.0
PRQ38490,6.0,6.0
PRQ40691,14.0,14.0
PRQ36802,2.0,2.0
PRQ37806,15.0,15.0
PRQ40750,51.0,51.0
PRQ40082,5.0,5.0
PRQ40710,6.0,6.0
PRQ37018,12.0,12.0
PRQ40098,25.0,25.0
PRQ41236,9.0,9.0
PRQ38560,32.0,32.0
PRQ41241,1.1331,1.1331
PRQ36906,2.0,2.0
PRQ36382,0.592333,0.592333
PRQ36404,6.28234,6.28234
PRQ40011,1.0,1.0
PRQ41251,78.0,78.0
PRQ40381,45.0,45.0
PRQ35892,1.0,1.0
PRQ36853,7.0,7.0
PRQ40963,9.0,9.0
PRQ40046,13.0,13.0
PRQ41433,26.0,26.0
PRQ40640,3.0,3.0
PRQ40234,7.0,7.0
PRQ39039,2.0,2.0
PRQ37133,5.0,5.0
PRQ39556,1.0,1.0
PRQ38989,26.0,26.0
PRQ39793,17.0,17.0
PRQ39521,56.0,56.0
PRQ36260,3.0,3.0
PRQ38122,77.0,77.0
PRQ41432,57.0,57.0
PRQ40410,5.0,5.0
PRQ40566,15.0,15.0
PRQ39707,36.0,36.0
PRQ40696,18.0,18.0
PRQ40995,1.0,1.0
PRQ40849,2.0,2.0
PRQ37157,4.0,4.0
PRQ39581,131.0,131.0
PRQ36776,14.0,14.0
PRQ40657,38.0,38.0
PRQ39231,30.0,30.0
PRQ40416,7.0,7.0
PRQ36739,1.0,1.0
PRQ37579,21.0,21.0
PRQ38477,5.0,5.0
PRQ37998,1.0,1.0
PRQ37144,9.0,9.0
PRQ39980,15.3061,15.3061
PRQ40881,20.0,20.0
PRQ36508,84.2382,84.2382
PRQ40790,6.0,6.0
PRQ40821,38.0,38.0
PRQ39877,133.0,133.0
PRQ39226,2.0,2.0
PRQ36256,54.0,54.0
PRQ39507,1.0,1.0
PRQ35864,12.0,12.0
PRQ35879,1.0,1.0
PRQ39798,9.0,9.0
PRQ35941,14.0,14.0
PRQ40257,7.0,7.0
PRQ39897,152.0,152.0
PRQ37017,5.0,5.0
PRQ37117,1.0,1.0
PRQ39974,19.0,19.0
PRQ41098,3.0,3.0
PRQ37557,24.0,24.0
PRQ39566,46.0,46.0
PRQ39609,2.0,2.0
PRQ37386,13.6882,13.6882
PRQ41043,12.0,12.0
PRQ36741,2.0,2.0
PRQ38665,31.0,31.0
PRQ36199,7.99783,7.99783
PRQ37997,5.0,5.0
PRQ39065,37.0,37.0
PRQ36361,21.9052,21.9052
PRQ36214,1.0,1.0
PRQ39848,4.0,4.0
PRQ39229,36.0,36.0
PRQ39901,46.0,46.0
PRQ36717,38.0,38.0
PRQ37130,1.0,1.0
PRQ41252,36.0,36.0
PRQ37958,1.0,1.0
PRQ37764,1.44081,1.44081
PRQ40450,16.0,16.0
PRQ35914,3.0,3.0
PRQ38011,2.48673,2.48673
PRQ41457,1.0,1.0
PRQ39842,16.0,16.0
PRQ39347,20.0,20.0
PRQ37066,4.0,4.0
PRQ38458,14.0,14.0
PRQ36783,14.0,14.0
PRQ39809,3.0,3.0
PRQ40968,47.0,47.0
PRQ39713,1.0,1.0
PRQ35898,18.0,18.0
PRQ38007,10.0,10.0
PRQ37362,7.0,7.0
PRQ36762,33.0,33.0
PRQ40367,139.0,139.0
PRQ36697,16.0,16.0
PRQ38691,4.0,4.0
PRQ36511,131.762,131.762
PRQ38461,7.0,7.0
PRQ40909,1.0,1.0
PRQ39753,12.0,12.0
PRQ37068,1.0,1.0
PRQ38873,2.0,2.0
PRQ41263,1.0,1.0
PRQ39370,78.0,78.0
PRQ40533,1.0,1.0
PRQ37108,5.0,5.0
PRQ39699,6.0,6.0
PRQ40204,17.0,17.0
PRQ37265,7.0,7.0
PRQ38776,1.0,1.0
PRQ39889,9.0,9.0
PRQ38561,1.0,1.0
PRQ41440,23.0,23.0
PRQ41430,11.0,11.0
PRQ37508,59.0,59.0
PRQ39195,17.0,17.0
PRQ37780,48.0,48.0
PRQ35840,1.0,1.0
PRQ37786,21.0,21.0
PRQ40196,5.0,5.0
PRQ40591,3.0,3.0
PRQ38586,26.0,26.0
PRQ41460,69.0,69.0
PRQ40136,8.0,8.0
PRQ38502,26.0,26.0
PRQ40397,33.0,33.0
PRQ36871,20.0,20.0
PRQ39443,5.0,5.0
PRQ36609,5.0,5.0
PRQ38844,27.0,27.0
PRQ36441,2.6262,2.6262
PRQ36366,1.0,1.0
PRQ40757,10.0,10.0
PRQ35974,2.0,2.0
PRQ40090,75.0,75.0
PRQ41389,36.0,36.0
PRQ36077,3.0,3.0
PRQ36292,1.0,1.0
PRQ39000,34.0,34.0
PRQ36864,23.0,23.0
PRQ36784,2.0,2.0
PRQ38407,420.0,420.0
PRQ37035,1.0,1.0
PRQ39365,2887.0,2887.0
PRQ36079,2.0,2.0
PRQ37857,33.7039,33.7039
PRQ40695,39.0,39.0
PRQ41463,11.0,11.0
PRQ38828,3.0,3.0
PRQ40099,27.0,27.0
PRQ36108,221.0,221.0
PRQ40473,7.0,7.0
PRQ40618,27.0,27.0
PRQ39693,1.0,1.0
PRQ38480,2.41714,2.41714
PRQ37481,45.0,45.0
PRQ39628,201.0,201.0
PRQ39956,50.0,50.0
PRQ40313,1.0,1.0
PRQ41019,29.0,29.0
PRQ38385,1.0,1.0
PRQ35872,6.0,6.0
PRQ39291,7.0,7.0
PRQ40860,9.0,9.0
PRQ36789,25.0,25.0
PRQ39849,12.0,12.0
PRQ37098,8.0,8.0
PRQ37556,48.0,48.0
PRQ38446,28.0,28.0
PRQ41235,25.0,25.0
PRQ40376,5.0,5.0
PRQ37951,12.0,12.0
PRQ39942,89.0,89.0
PRQ37763,6.0,6.0
PRQ35878,1.0,1.0
PRQ38333,7.13855,7.13855
PRQ40752,54.0,54.0
PRQ38065,8.0,8.0
PRQ41438,13.0,13.0
PRQ37173,1.0,1.0
PRQ37105,151.28,151.28
PRQ40635,2.85215,2.85215
PRQ36467,50.0,50.0
PRQ39516,13.0,13.0
PRQ40514,23.0,23.0
PRQ40670,7.0,7.0
PRQ38920,10.0,10.0
PRQ38031,1.0,1.0
PRQ41025,1.0,1.0
PRQ39196,67.0,67.0
PRQ40746,1.0,1.0
PRQ36919,1.0,1.0
PRQ40023,32.0,32.0
PRQ40424,18.0,18.0
PRQ37680,27.0,27.0
PRQ38203,8.13513,8.13513
PRQ36216,1.0,1.0
PRQ39479,8.0,8.0
PRQ37885,1.0,1.0
PRQ38551,60.0,60.0
PRQ40350,30.0,30.0
PRQ40721,38.0,38.0
PRQ38378,3.0,3.0
PRQ35835,9.0,9.0
PRQ38478,37.0,37.0
PRQ38387,3.0,3.0
PRQ38287,1.0,1.0
PRQ36825,1.0,1.0
PRQ37706,1.0,1.0
PRQ36644,20.4319,20.4319
PRQ41363,7.0,7.0
PRQ38071,6.0,6.0
PRQ39191,5.0,5.0
PRQ39412,23.0,23.0
PRQ39908,17.0,17.0
PRQ41443,1.0,1.0
PRQ37697,6.0,6.0
PRQ39525,13.0,13.0
PRQ35865,444.0,444.0
PRQ37403,1.0,1.0
PRQ38158,1.0,1.0
PRQ40654,1.0,1.0
PRQ38032,9.0,9.0
PRQ38616,4.0,4.0
PRQ38367,2.0,2.0
PRQ41280,118.0,118.0
PRQ36268,3.0,3.0
PRQ38669,2.0,2.0
PRQ39675,3.0,3.0
PRQ39937,10.0,10.0
PRQ40265,1.0,1.0
PRQ41016,3.0,3.0
PRQ41207,1.0,1.0
PRQ40406,61.0,61.0
PRQ36687,5.90744,5.90744
PRQ38087,18.0,18.0
PRQ40649,1.0,1.0
PRQ39314,130.0,130.0
PRQ41163,2.0,2.0
PRQ37036,1.0,1.0
PRQ41465,19.0,19.0
PRQ40899,78.0,78.0
PRQ38692,29.0,29.0
PRQ36539,735.0,735.0
PRQ35942,7.0,7.0
PRQ40687,1.0,1.0
PRQ41471,11.0,11.0
PRQ40633,3.14785,3.14785
PRQ35894,7.0,7.0
PRQ36036,7.37099,7.37099
PRQ39025,18.0,18.0
PRQ40060,15.0,15.0
PRQ38352,8.0,8.0
PRQ40503,4.0,4.0
PRQ40486,9.0,9.0
PRQ38312,2.0,2.0
PRQ36374,12.0,12.0
PRQ38819,3.0,3.0
PRQ40338,1.0,1.0
PRQ36774,29.0,29.0
PRQ37079,95.0,95.0
PRQ39646,10.0,10.0
PRQ41434,10.0,10.0
PRQ36198,9.15993,9.15993
PRQ38282,29.0,29.0
PRQ39073,1.0,1.0
PRQ41051,80.0,80.0
PRQ38076,17.0,17.0
PRQ40354,20.0,20.0
PRQ37747,22.0,22.0
PRQ37191,1.0,1.0
PRQ39379,2.0,2.0
PRQ39297,15.0,15.0
PRQ40448,1.0,1.0
PRQ38656,5.20904,5.20904
PRQ37435,48.0,48.0
PRQ36021,4.0,4.0
PRQ38036,20.0,20.0
PRQ41376,20.0,20.0
PRQ41392,15.0,15.0
PRQ38155,3.0,3.0
PRQ37375,4.0,4.0
PRQ40355,11.0,11.0
PRQ39653,8.0,8.0
PRQ41477,9.0,9.0
PRQ40625,8.0,8.0
PRQ39757,2.0,2.0
PRQ40241,6.0,6.0
PRQ36285,10.0,10.0
PRQ39691,2.0,2.0
PRQ39508,2.0,2.0
PRQ36726,6.91283,6.91283
PRQ37578,4.0,4.0
PRQ37222,1.0,1.0
PRQ40423,19.0,19.0
PRQ40719,4.0,4.0
PRQ38111,1.0,1.0
PRQ37230,54.0,54.0
PRQ39427,2.0,2.0
PRQ37530,1.0,1.0
PRQ38639,66.0,66.0
PRQ38217,24.0,24.0
PRQ38963,21.0,21.0
PRQ40683,63.0,63.0
PRQ37796,11.0,11.0
PRQ37227,49.0,49.0
PRQ36098,15.0,15.0
PRQ41036,27.0,27.0
PRQ41403,151.0,151.0
PRQ36761,3.0,3.0
PRQ39708,39.0,39.0
PRQ40064,4.0,4.0
PRQ39176,1.0,1.0
PRQ37821,2.0,2.0
PRQ41319,27.0,27.0
PRQ40577,10.0,10.0
PRQ38570,73.0,73.0
PRQ38272,2.0,2.0
PRQ38807,2.0,2.0
PRQ37420,8.04017,8.04017
PRQ39662,1.0,1.0
PRQ37308,60.0,60.0
PRQ37910,33.0,33.0
PRQ37074,46.0,46.0
PRQ39445,417.0,417.0
PRQ36061,4.0,4.0
PRQ41203,1.0,1.0
PRQ36531,198.0,198.0
PRQ36676,1.0,1.0
PRQ36937,1.0,1.0
PRQ40528,1.0,1.0
PRQ36031,2.0,2.0
PRQ38562,1.0,1.0
PRQ38320,35.0,35.0
PRQ38824,4.0,4.0
PRQ41350,7.0,7.0
PRQ39136,1.0,1.0
PRQ40190,9.0,9.0
PRQ38712,1.0,1.0
PRQ40172,14.0,14.0
PRQ38419,23.0,23.0
PRQ36640,9.40376,9.40376
PRQ40444,1.0,1.0
PRQ37225,1.42583,1.42583
PRQ41382,10.6044,10.6044
PRQ38072,24.0,24.0
PRQ37978,21.0,21.0
PRQ39785,99.0,99.0
PRQ37768,2.15695,2.15695
PRQ38244,17.0,17.0
PRQ36510,14.7615,14.7615
PRQ37003,8.0,8.0
PRQ40251,6.0,6.0
PRQ41156,7.0,7.0
PRQ40445,2.0,2.0
PRQ40853,250.0,250.0
PRQ40975,28.0,28.0
PRQ37434,1.0,1.0
PRQ36947,12.0,12.0
PRQ37096,16.0,16.0
PRQ39810,1.0,1.0
PRQ40524,5.0,5.0
PRQ37073,3.0,3.0
PRQ40128,36.0,36.0
PRQ37594,1.0,1.0
PRQ39815,5.0,5.0
PRQ40529,38.0,38.0
PRQ40831,73.0,73.0
PRQ36574,2.0,2.0
PRQ41127,1.0,1.0
PRQ38759,2.0,2.0
PRQ39678,11.0,11.0
PRQ38414,13.0,13.0
PRQ36525,73.0,73.0
PRQ37323,1.27476,1.27476
PRQ40034,1.0,1.0
PRQ41085,4.0,4.0
PRQ38855,1.93638,1.93638
PRQ38539,50.1844,50.1844
PRQ40432,28.0,28.0
PRQ40177,50.0,50.0
PRQ36009,1.0,1.0
PRQ40789,2.0,2.0
PRQ37037,10.0,10.0
PRQ41131,2.0,2.0
PRQ36003,1.32171,1.32171
PRQ37614,65.0,65.0
PRQ38164,2.0,2.0
PRQ38038,3.0,3.0
PRQ38399,13.0,13.0
PRQ39819,7.0,7.0
PRQ41444,14.0,14.0
PRQ39011,17.0,17.0
PRQ39472,27.0,27.0
PRQ37880,16.0,16.0
PRQ37177,1.0,1.0
PRQ39453,2.0,2.0
PRQ37551,101.0,101.0
PRQ36213,32.0,32.0
PRQ39107,1.0,1.0
PRQ37853,31.0,31.0
PRQ40396,37.0,37.0
PRQ39315,6.0,6.0
PRQ39773,39.0,39.0
PRQ41428,4.0,4.0
PRQ39930,145.0,145.0
PRQ41165,43.0,43.0
PRQ40059,11.0,11.0
PRQ41026,2.0,2.0
PRQ41452,11.0,11.0
PRQ37182,34.0,34.0
PRQ37047,6.0,6.0
PRQ41253,98.0,98.0
PRQ37625,1.0,1.0
PRQ41256,13.0,13.0
PRQ39863,3.0,3.0
PRQ40742,2.95186,2.95186
PRQ39400,1.0,1.0
PRQ36590,1.0,1.0
PRQ38546,1.0,1.0
PRQ40902,88.0,88.0
PRQ40121,201.0,201.0
PRQ36101,88.0,88.0
PRQ38704,1.0,1.0
PRQ41159,21.0,21.0
PRQ39020,21.0,21.0
PRQ37902,7.0,7.0
PRQ40225,5.0,5.0
PRQ36837,11.0,11.0
PRQ39955,4.0,4.0
PRQ40272,0.5,0.5
PRQ41201,1.0,1.0
PRQ40166,1.0,1.0
PRQ39058,13.0,13.0
PRQ39763,8.0,8.0
PRQ37528,14.0,14.0
PRQ38498,29.0,29.0
PRQ38298,8.0,8.0
PRQ39482,9.0,9.0
PRQ36462,1.0,1.0
PRQ40776,8.0,8.0
PRQ39072,15.0,15.0
PRQ40220,25.0,25.0
PRQ39779,5.0,5.0
PRQ40133,99.0,99.0
PRQ39605,13.0,13.0
PRQ40415,13.0,13.0
PRQ39633,13.0,13.0
PRQ36278,1.0,1.0
PRQ38005,6.0,6.0
PRQ36078,1.0,1.0
PRQ36795,5.0,5.0
