target_id,abundance,abundance
PRQ48092,39.0,39.0
PRQ49638,13.0,13.0
PRQ53238,10.0,10.0
PRQ46964,14.0,14.0
PRQ52635,5.0,5.0
PRQ50904,34.0,34.0
PRQ51964,49.0,49.0
PRQ53015,1.0,1.0
PRQ52945,7.0,7.0
PRQ50100,2.0,2.0
PRQ48183,5.0,5.0
PRQ46832,6.0,6.0
PRQ54317,1.0,1.0
PRQ46328,8.0,8.0
PRQ47350,36.0,36.0
PRQ53231,2.0,2.0
PRQ48382,1.0,1.0
PRQ52854,23.0,23.0
PRQ50769,25.0,25.0
PRQ48878,7.0,7.0
PRQ51253,30.0,30.0
PRQ47631,10.0,10.0
PRQ48343,1.0,1.0
PRQ50817,2.0,2.0
PRQ51792,29.0,29.0
PRQ48564,13.0,13.0
PRQ51731,41.0,41.0
PRQ49711,32.0,32.0
PRQ52847,3.0,3.0
PRQ54059,8.0,8.0
PRQ54192,3.0,3.0
PRQ47486,11.0,11.0
PRQ48580,152.0,152.0
PRQ46598,1.0,1.0
PRQ51093,2.0,2.0
PRQ52089,1.0,1.0
PRQ50885,2.0,2.0
PRQ52236,3.0,3.0
PRQ47562,25.0,25.0
PRQ47161,11.0,11.0
PRQ48068,2.0,2.0
PRQ51669,36.0,36.0
PRQ54010,3.71919,3.71919
PRQ50577,13.0,13.0
PRQ50547,2.0,2.0
PRQ46705,5.0,5.0
PRQ52730,38.0,38.0
PRQ49687,18.0,18.0
PRQ46732,158.0,158.0
PRQ48076,1.0,1.0
PRQ52831,6.0,6.0
PRQ49227,12.0,12.0
PRQ52761,9.0,9.0
PRQ52381,3.29795,3.29795
PRQ50022,66.0,66.0
PRQ46677,62.2217,62.2217
PRQ47751,7.0,7.0
PRQ54113,1.0,1.0
PRQ51138,47.0,47.0
PRQ52254,1.0,1.0
PRQ52867,2.0,2.0
PRQ53861,1.94049,1.94049
PRQ48759,2.2412,2.2412
PRQ51448,2.0,2.0
PRQ48205,19.0,19.0
PRQ51389,1.0,1.0
PRQ51077,4.0,4.0
PRQ53895,0.226031,0.226031
PRQ46757,137.0,137.0
PRQ49947,1.0,1.0
PRQ53638,14.0,14.0
PRQ46660,7.0,7.0
PRQ48032,77.0,77.0
PRQ53582,1.0,1.0
PRQ46886,6.0,6.0
PRQ53372,2.0,2.0
PRQ49599,13.0,13.0
PRQ48052,380.0,380.0
PRQ52276,5.0,5.0
PRQ53733,52.0,52.0
PRQ50632,18.0,18.0
PRQ51760,1.10354,1.10354
PRQ47145,23.0,23.0
PRQ46787,2.0,2.0
PRQ51109,32.0,32.0
PRQ51974,2.0,2.0
PRQ53043,3.0,3.0
PRQ47629,13.0,13.0
PRQ48200,12.0,12.0
PRQ47375,52.0,52.0
PRQ53824,2.0,2.0
PRQ51596,10.0,10.0
PRQ53764,22.0,22.0
PRQ48565,3.0,3.0
PRQ47152,39.0,39.0
PRQ47752,1.0,1.0
PRQ54015,1.0,1.0
PRQ53893,7.0,7.0
PRQ48435,1.0,1.0
PRQ48150,13.0,13.0
PRQ46690,3.0,3.0
PRQ46048,18.0,18.0
PRQ47987,2.0,2.0
PRQ47459,10.0,10.0
PRQ46610,38.0,38.0
PRQ49317,43.2499,43.2499
PRQ53770,2.0,2.0
PRQ51081,1.0,1.0
PRQ46245,95.0,95.0
PRQ52558,9.0,9.0
PRQ46658,35.0,35.0
PRQ46444,3.0,3.0
PRQ50617,41.0,41.0
PRQ50965,54.0,54.0
PRQ47464,15.0,15.0
PRQ52612,1.0,1.0
PRQ46047,13.0,13.0
PRQ52728,1.0,1.0
PRQ52272,5.0,5.0
PRQ46742,10.0,10.0
PRQ50321,14.0,14.0
PRQ53541,5.0,5.0
PRQ47617,1.0,1.0
PRQ49525,20.0,20.0
PRQ48057,3.0,3.0
PRQ49148,10.0,10.0
PRQ46092,2.0,2.0
PRQ46010,1.0,1.0
PRQ51661,3.0,3.0
PRQ47325,15.0,15.0
PRQ46072,52.0,52.0
PRQ50780,25.0,25.0
PRQ50789,24.0,24.0
PRQ54186,12.0,12.0
PRQ52665,19.0,19.0
PRQ47198,11.0,11.0
PRQ49900,3.0,3.0
PRQ54132,5.0,5.0
PRQ47140,70.0,70.0
PRQ46811,5.0,5.0
PRQ47114,2.0,2.0
PRQ50441,1.0,1.0
PRQ49602,6.0,6.0
PRQ52185,1.0,1.0
PRQ46399,9.0,9.0
PRQ53531,1.0,1.0
PRQ53730,12.0,12.0
PRQ50279,3.0,3.0
PRQ46035,15.0,15.0
PRQ47843,1.0,1.0
PRQ47070,79.0,79.0
PRQ47475,448.0,448.0
PRQ47644,5.0,5.0
PRQ50887,4.31029,4.31029
PRQ51004,0.919847,0.919847
PRQ47937,2.0,2.0
PRQ49767,6.0,6.0
PRQ52862,16.0,16.0
PRQ52306,2.21456,2.21456
PRQ53726,3.0,3.0
PRQ54283,4.0,4.0
PRQ52545,43.0,43.0
PRQ52303,5.29881,5.29881
PRQ47551,65.0,65.0
PRQ50403,1.0,1.0
PRQ52248,1.0,1.0
PRQ46205,64.0,64.0
PRQ48145,87.0,87.0
PRQ46871,2.22557,2.22557
PRQ49065,31.0,31.0
PRQ51289,3.0,3.0
PRQ51886,1.76673,1.76673
PRQ52231,6.0,6.0
PRQ48861,19.0,19.0
PRQ51224,18.0,18.0
PRQ51334,2.0,2.0
PRQ53210,19.0,19.0
PRQ48240,6.0,6.0
PRQ48008,31.0,31.0
PRQ47294,2.0,2.0
PRQ52478,12.0,12.0
PRQ49449,19.0,19.0
PRQ50712,1.0,1.0
PRQ53957,53.0,53.0
PRQ52187,2.0,2.0
PRQ53206,11.0,11.0
PRQ48771,1.0,1.0
PRQ48719,13.0,13.0
PRQ53524,16.0,16.0
PRQ52744,12.0,12.0
PRQ48630,3.0,3.0
PRQ49676,2.0,2.0
PRQ48030,4.0,4.0
PRQ51459,1.0,1.0
PRQ50557,2.0,2.0
PRQ52157,6.0,6.0
PRQ50987,45.0,45.0
PRQ51619,13.0,13.0
PRQ48672,9.0,9.0
PRQ53787,14.0,14.0
PRQ47149,2.0,2.0
PRQ50537,12.0,12.0
PRQ53879,9.0,9.0
PRQ47368,2.0,2.0
PRQ48176,9.33727,9.33727
PRQ46923,9.0,9.0
PRQ50825,5.0,5.0
PRQ50669,1.0,1.0
PRQ50893,17.0,17.0
PRQ46002,7.0,7.0
PRQ46268,1.0,1.0
PRQ51769,40.0,40.0
PRQ49854,2.0,2.0
PRQ54086,5.0,5.0
PRQ53299,36.0,36.0
PRQ52168,26.0,26.0
PRQ51928,11.0,11.0
PRQ50020,37.0,37.0
PRQ46740,25.0,25.0
PRQ49678,2.43769,2.43769
PRQ50357,26.0,26.0
PRQ48339,34.0,34.0
PRQ48941,86.0,86.0
PRQ53906,20.0,20.0
PRQ46257,4.0,4.0
PRQ52705,11.0,11.0
PRQ48511,8.0,8.0
PRQ49729,6.0,6.0
PRQ50567,1.0,1.0
PRQ53109,18.0,18.0
PRQ51744,80.0,80.0
PRQ48299,35.0,35.0
PRQ51375,1.0,1.0
PRQ54345,29.0,29.0
PRQ47307,51.0,51.0
PRQ47981,8.0,8.0
PRQ48965,58.0,58.0
PRQ49726,8.76436,8.76436
PRQ50012,1.0,1.0
PRQ49577,4.0,4.0
PRQ50439,14.0,14.0
PRQ50532,2.6744,2.6744
PRQ51557,10.0,10.0
PRQ48735,2.0,2.0
PRQ46188,21.0,21.0
PRQ51440,5.0,5.0
PRQ46545,1.0924,1.0924
PRQ46654,3.0,3.0
PRQ47336,9.0,9.0
PRQ47587,7.0,7.0
PRQ51367,16.0,16.0
PRQ47074,1.0,1.0
PRQ47037,34.0,34.0
PRQ50460,3.0,3.0
PRQ48470,2.0,2.0
PRQ49941,2.0,2.0
PRQ50399,7.0,7.0
PRQ48015,12.0,12.0
PRQ46359,105.0,105.0
PRQ50234,1.14046,1.14046
PRQ49708,5.0,5.0
PRQ49880,1.0,1.0
PRQ53868,3.0,3.0
PRQ52343,8.0,8.0
PRQ54282,24.0,24.0
PRQ48201,3.0,3.0
PRQ49558,1.0,1.0
PRQ51057,1.0,1.0
PRQ48131,89.0,89.0
PRQ52990,58.0,58.0
PRQ53332,2.91713,2.91713
PRQ52461,59.0,59.0
PRQ53253,1.51384,1.51384
PRQ47490,16.0,16.0
PRQ47942,2.0,2.0
PRQ47982,1.0,1.0
PRQ48321,32.0,32.0
PRQ50021,2.0,2.0
PRQ48360,1.0,1.0
PRQ50432,12.0,12.0
PRQ50137,15.2338,15.2338
PRQ52826,1.36161,1.36161
PRQ54062,11.0,11.0
PRQ54236,1.0,1.0
PRQ54210,10.0,10.0
PRQ46130,3.0,3.0
PRQ49063,3.0,3.0
PRQ48102,12.0,12.0
PRQ48296,5.0,5.0
PRQ46081,8.0,8.0
PRQ52214,13.0,13.0
PRQ48463,4.0,4.0
PRQ52788,1.0,1.0
PRQ53901,12.5773,12.5773
PRQ49073,36.0,36.0
PRQ48058,18.0,18.0
PRQ54339,2.0,2.0
PRQ54150,19.0,19.0
PRQ51701,4.0,4.0
PRQ53248,14.3117,14.3117
PRQ53786,2.0,2.0
PRQ49851,15.0,15.0
PRQ48586,12.0,12.0
PRQ51439,90.0,90.0
PRQ47365,12.0,12.0
PRQ49478,11.0,11.0
PRQ47683,1.0,1.0
PRQ51597,89.0,89.0
PRQ48149,33.0,33.0
PRQ46802,18.0,18.0
PRQ53126,388.0,388.0
PRQ47220,4.0,4.0
PRQ48194,36.0,36.0
PRQ47418,141.0,141.0
PRQ53040,4.0,4.0
PRQ46646,8.0,8.0
PRQ53066,10.0,10.0
PRQ53955,16.0,16.0
PRQ47278,40.0,40.0
PRQ46164,18.0,18.0
PRQ46543,6.0,6.0
PRQ48345,18.0,18.0
PRQ47166,70.0,70.0
PRQ51652,1.0,1.0
PRQ51727,4.0,4.0
PRQ51345,8.0,8.0
PRQ51301,1.0,1.0
PRQ51333,26.0,26.0
PRQ54324,18.0,18.0
PRQ46131,38.0,38.0
PRQ50930,7.0,7.0
PRQ47438,40.0,40.0
PRQ51362,57.0,57.0
PRQ50416,3.0,3.0
PRQ52061,2.0,2.0
PRQ47400,1.0,1.0
PRQ47403,5.0,5.0
PRQ49466,12.0,12.0
PRQ51303,2.0,2.0
PRQ47723,5.0,5.0
PRQ47447,1.0,1.0
PRQ46516,84.0,84.0
PRQ47304,14.0,14.0
PRQ50340,60.0,60.0
PRQ46611,58.0,58.0
PRQ51445,43.0,43.0
PRQ52112,2.0,2.0
PRQ51600,8.0,8.0
PRQ48668,1.0,1.0
PRQ51961,10.0,10.0
PRQ49306,2.0,2.0
PRQ53663,8.0,8.0
PRQ52342,2.0,2.0
PRQ49586,1.0,1.0
PRQ52633,42.0,42.0
PRQ50246,11.0,11.0
PRQ46642,5.0,5.0
PRQ46429,3.53751,3.53751
PRQ46222,53.0,53.0
PRQ46372,62.0,62.0
PRQ50716,23.0,23.0
PRQ49245,1.0,1.0
PRQ52698,1.0,1.0
PRQ47143,76.0,76.0
PRQ50784,7.0,7.0
PRQ52534,1.0,1.0
PRQ53522,6.0,6.0
PRQ54012,54.0,54.0
PRQ46202,18.0,18.0
PRQ52449,47.0,47.0
PRQ46281,2.0,2.0
PRQ52419,2.0,2.0
PRQ48041,3.0,3.0
PRQ46217,19.0,19.0
PRQ47348,1.0,1.0
PRQ51145,1.0,1.0
PRQ47054,9.0,9.0
PRQ50077,42.6659,42.6659
PRQ48182,1.0,1.0
PRQ46656,64.0,64.0
PRQ48004,5.0,5.0
PRQ51310,20.0,20.0
PRQ48127,1.0,1.0
PRQ49697,22.0,22.0
PRQ52682,1.0,1.0
PRQ54120,18.0,18.0
PRQ46382,4.78748,4.78748
PRQ49861,14.0,14.0
PRQ45999,1.0,1.0
PRQ50655,1.0,1.0
PRQ47844,1.0,1.0
PRQ52117,23.0,23.0
PRQ53065,30.0,30.0
PRQ49669,3.0,3.0
PRQ52194,1.33502,1.33502
PRQ50273,16.0,16.0
PRQ54366,110.0,110.0
PRQ51420,3.9858,3.9858
PRQ49707,0.587309,0.587309
PRQ53249,1.48616,1.48616
PRQ49074,1.0,1.0
PRQ52321,4.0,4.0
PRQ52690,1.0,1.0
PRQ47222,12.0,12.0
PRQ52181,1.0,1.0
PRQ47113,6.0,6.0
PRQ50590,5.0,5.0
PRQ48210,2.0,2.0
PRQ52651,8.0,8.0
PRQ49608,1.0,1.0
PRQ47463,25.0,25.0
PRQ46101,8.0,8.0
PRQ48925,17.0,17.0
PRQ49777,44.0,44.0
PRQ49289,3.0,3.0
PRQ51173,9.0,9.0
PRQ52142,9.0,9.0
PRQ47312,94.0,94.0
PRQ46989,2.0,2.0
PRQ51048,4.0,4.0
PRQ52371,21.0,21.0
PRQ50805,36.0,36.0
PRQ53712,2.0,2.0
PRQ51047,1.0,1.0
PRQ54019,1.0,1.0
PRQ48520,1.0,1.0
PRQ51460,12.0,12.0
PRQ48587,22.0,22.0
PRQ50374,2.0,2.0
PRQ48078,6.0,6.0
PRQ50477,1.0,1.0
PRQ47179,28.0,28.0
PRQ48175,1.0,1.0
PRQ52503,3.65821,3.65821
PRQ48136,16.0,16.0
PRQ46204,3.0,3.0
PRQ50709,2.0,2.0
PRQ49751,1.0,1.0
PRQ50091,5.0,5.0
PRQ45982,20.0,20.0
PRQ48687,3.67314,3.67314
PRQ47929,8.0,8.0
PRQ49304,2.0,2.0
PRQ50545,66.0,66.0
PRQ50836,42.0,42.0
PRQ46480,9.0,9.0
PRQ48843,30.0,30.0
PRQ51470,55.0,55.0
PRQ53810,30.0,30.0
PRQ52302,1.0,1.0
PRQ52849,1.0,1.0
PRQ54341,34.0,34.0
PRQ49589,15.0,15.0
PRQ53411,1.0,1.0
PRQ46295,8.0,8.0
PRQ53056,15.0,15.0
PRQ47851,2.0,2.0
PRQ52466,2.0,2.0
PRQ49576,4.0,4.0
PRQ47182,39.0,39.0
PRQ47636,3.0,3.0
PRQ53243,34.3495,34.3495
PRQ46365,16.0,16.0
PRQ53949,3.0,3.0
PRQ46872,3.0,3.0
PRQ47839,2.0,2.0
PRQ52088,51.0,51.0
PRQ46662,1.0,1.0
PRQ53380,54.0,54.0
PRQ47606,2.84796,2.84796
PRQ52813,26.0,26.0
PRQ49758,172.0,172.0
PRQ47824,0.789837,0.789837
PRQ49798,0.0854967,0.0854967
PRQ49200,5.0,5.0
PRQ46127,175.0,175.0
PRQ50956,59.0,59.0
PRQ52741,4.0,4.0
PRQ50844,3.0,3.0
PRQ48879,10.0,10.0
PRQ46632,37.0,37.0
PRQ46235,30.0,30.0
PRQ49919,8.0,8.0
PRQ49368,1.06798,1.06798
PRQ46927,10.0,10.0
PRQ51922,45.0,45.0
PRQ50414,36.0,36.0
PRQ50053,1.0,1.0
PRQ49899,13.0,13.0
PRQ48538,3.0,3.0
PRQ51977,13.0,13.0
PRQ53049,15.0,15.0
PRQ54139,4.0,4.0
PRQ53498,3.0,3.0
PRQ53975,6.0,6.0
PRQ48930,4.0,4.0
PRQ48452,1.0,1.0
PRQ51774,70.0,70.0
PRQ47299,8.0,8.0
PRQ49201,58.0,58.0
PRQ46386,29.0,29.0
PRQ50647,1.21185,1.21185
PRQ46037,98.0,98.0
PRQ52930,10.0,10.0
PRQ48375,15.0,15.0
PRQ52251,2.0,2.0
PRQ54047,25.0,25.0
PRQ49776,16.0,16.0
PRQ50918,3.0,3.0
PRQ53612,4.0,4.0
PRQ51767,2.0,2.0
PRQ45985,10.0,10.0
PRQ50152,4.0,4.0
PRQ46687,1.0,1.0
PRQ49281,4.0,4.0
PRQ48089,17.0,17.0
PRQ48485,22.0,22.0
PRQ50656,5.0,5.0
PRQ52595,7.0,7.0
PRQ49728,2.0,2.0
PRQ52286,3.0,3.0
PRQ50645,15.0,15.0
PRQ49430,7.0,7.0
PRQ48731,1.50745,1.50745
PRQ51781,14.0,14.0
PRQ47491,59.0,59.0
PRQ51037,2.53479,2.53479
PRQ47659,2.0,2.0
PRQ46622,370.0,370.0
PRQ50026,10.1849,10.1849
PRQ46603,7.0,7.0
PRQ47573,1.0,1.0
PRQ51766,46.0,46.0
PRQ53551,4.0,4.0
PRQ46120,37.822,37.822
PRQ46475,19.0,19.0
PRQ51114,3.0,3.0
PRQ48461,1.0,1.0
PRQ49769,5.57636,5.57636
PRQ51903,8.0,8.0
PRQ48326,13.0,13.0
PRQ51733,4.0,4.0
PRQ52952,19.0,19.0
PRQ50659,4.0,4.0
PRQ52602,1.0,1.0
PRQ46114,9.0,9.0
PRQ48871,7.0,7.0
PRQ46776,3.0,3.0
PRQ52169,35.0,35.0
PRQ52631,2.0,2.0
PRQ53155,2.0,2.0
PRQ47624,851.0,851.0
PRQ53310,1.0,1.0
PRQ46596,8.0,8.0
PRQ54262,10.0,10.0
PRQ52593,21.0,21.0
PRQ50888,3.45481,3.45481
PRQ48763,101.0,101.0
PRQ46189,1.0,1.0
PRQ50293,3.0,3.0
PRQ54136,20.0,20.0
PRQ48617,9.0,9.0
PRQ54353,21.0,21.0
PRQ48663,1.0,1.0
PRQ49105,10.3138,10.3138
PRQ50122,1.0,1.0
PRQ46152,1.0,1.0
PRQ53457,4.0,4.0
PRQ47672,28.0,28.0
PRQ48991,20.0,20.0
PRQ52521,1.0,1.0
PRQ46036,57.0,57.0
PRQ47753,6.0,6.0
PRQ46143,3.0,3.0
PRQ51482,2.0,2.0
PRQ47879,3.0,3.0
PRQ50849,18.0,18.0
PRQ46319,5.0,5.0
PRQ46539,1.0,1.0
PRQ48867,1.0,1.0
PRQ51328,201.0,201.0
PRQ47132,4.0,4.0
PRQ49102,12.0,12.0
PRQ50566,20.0,20.0
PRQ52116,2.0,2.0
PRQ52351,9.0,9.0
PRQ51140,0.0775209,0.0775209
PRQ52746,18.0,18.0
PRQ53887,8.0,8.0
PRQ53236,4.0,4.0
PRQ52460,22.0,22.0
PRQ49027,4.0,4.0
PRQ49250,2.76353,2.76353
PRQ49563,8.0,8.0
PRQ49347,50.0,50.0
PRQ46804,4.0,4.0
PRQ53306,2.0,2.0
PRQ46472,19.0,19.0
PRQ49701,0.362193,0.362193
PRQ53376,1.0,1.0
PRQ51905,24.0,24.0
PRQ46671,19.0,19.0
PRQ52334,3.0,3.0
PRQ51609,21.0,21.0
PRQ48834,1.0,1.0
PRQ50680,17.0,17.0
PRQ50691,3.0,3.0
PRQ51306,25.0,25.0
PRQ54029,22.0,22.0
PRQ51447,11.0,11.0
PRQ46244,81.0,81.0
PRQ47296,2.0,2.0
PRQ48137,2.0,2.0
PRQ52256,46.0,46.0
PRQ48105,6.0,6.0
PRQ52318,3.93012,3.93012
PRQ54189,2.0,2.0
PRQ48721,27.0,27.0
PRQ46355,39.0,39.0
PRQ51214,2.0,2.0
PRQ46953,25.0,25.0
PRQ50927,4.0,4.0
PRQ46391,3.0,3.0
PRQ49360,1.18519,1.18519
PRQ50433,42.0,42.0
PRQ47103,19.0,19.0
PRQ47165,49.0,49.0
PRQ52218,10.0,10.0
PRQ52412,11.0,11.0
PRQ49802,1.66749,1.66749
PRQ52950,3.0,3.0
PRQ53282,13.0,13.0
PRQ51290,114.0,114.0
PRQ53209,273.0,273.0
PRQ46629,10.0,10.0
PRQ53511,170.0,170.0
PRQ50765,3.14527,3.14527
PRQ52080,45.0,45.0
PRQ53536,1.0,1.0
PRQ52024,18.0,18.0
PRQ51054,11.0,11.0
PRQ51862,7.0,7.0
PRQ52255,36.0,36.0
PRQ46725,32.0,32.0
PRQ46937,7.0,7.0
PRQ49092,179.0,179.0
PRQ47805,28.0,28.0
PRQ47052,178.0,178.0
PRQ51198,8.0,8.0
PRQ53101,1.0,1.0
PRQ51402,27.0,27.0
PRQ54175,7.0,7.0
PRQ52394,2.0,2.0
PRQ49544,1.0,1.0
PRQ46086,2.0,2.0
PRQ50572,6.1836,6.1836
PRQ48717,0.492548,0.492548
PRQ51332,194.0,194.0
PRQ47560,26.0,26.0
PRQ54156,42.0,42.0
PRQ50226,18.0,18.0
PRQ48114,2.0,2.0
PRQ48625,2.0,2.0
PRQ47313,2.0,2.0
PRQ47436,5.0,5.0
PRQ46214,14.0,14.0
PRQ49507,60.0,60.0
PRQ52066,15.0,15.0
PRQ50344,5.0,5.0
PRQ50381,3.0,3.0
PRQ46055,16.0,16.0
PRQ52715,6.0,6.0
PRQ49008,2.0,2.0
PRQ46093,7.0,7.0
PRQ46739,4.0,4.0
PRQ50358,28.0,28.0
PRQ48290,10.0,10.0
PRQ49363,4.1436,4.1436
PRQ54026,29.0,29.0
PRQ51742,107.0,107.0
PRQ47804,9.0,9.0
PRQ53674,71.0,71.0
PRQ48144,22.0,22.0
PRQ51989,32.0,32.0
PRQ46441,47.0,47.0
PRQ49278,11.0,11.0
PRQ48765,27.0,27.0
PRQ46826,12.9767,12.9767
PRQ47425,19.0,19.0
PRQ47690,4.0,4.0
PRQ51670,65.0,65.0
PRQ47156,21.0,21.0
PRQ53292,19.0,19.0
PRQ48026,1.0,1.0
PRQ53678,25.0,25.0
PRQ53645,22.0,22.0
PRQ47045,26.0,26.0
PRQ47760,13.0,13.0
PRQ48263,2.0,2.0
PRQ48372,30.0,30.0
PRQ49999,3.0,3.0
PRQ49002,9.0,9.0
PRQ46714,144.0,144.0
PRQ53218,3.0,3.0
PRQ50412,25.0,25.0
PRQ53254,1.0,1.0
PRQ52565,37.0,37.0
PRQ51955,28.0,28.0
PRQ52164,69.0,69.0
PRQ47253,9.0,9.0
PRQ49556,20.0,20.0
PRQ46082,17.0,17.0
PRQ46275,1.0,1.0
PRQ50858,3.0,3.0
PRQ49211,3.6252,3.6252
PRQ49786,19.0,19.0
PRQ52037,2.0,2.0
PRQ52540,10.0,10.0
PRQ48323,62.0,62.0
PRQ47134,1.0,1.0
PRQ52787,270.0,270.0
PRQ52382,1.0,1.0
PRQ51780,11.0,11.0
PRQ54173,6.0,6.0
PRQ53873,4.0,4.0
PRQ46618,3.0,3.0
PRQ51026,7.0,7.0
PRQ48615,46.0,46.0
PRQ52148,4.0,4.0
PRQ50451,3.0,3.0
PRQ49204,2.01325,2.01325
PRQ53412,12.0,12.0
PRQ47245,4.10596,4.10596
PRQ53132,45.0,45.0
PRQ48720,8.70899,8.70899
PRQ50193,2.0,2.0
PRQ47488,2.0,2.0
PRQ52434,1.0,1.0
PRQ47383,17.0,17.0
PRQ50635,2.47104,2.47104
PRQ53208,153.0,153.0
PRQ50993,8.0,8.0
PRQ48242,2.0,2.0
PRQ52366,1.0,1.0
PRQ47607,6.6077,6.6077
PRQ46862,5.0,5.0
PRQ46760,36.0,36.0
PRQ53671,47.0,47.0
PRQ49813,14.0,14.0
PRQ48064,5.0,5.0
PRQ47190,1.37953,1.37953
PRQ52553,14.0,14.0
PRQ47892,6.0,6.0
PRQ51055,6.0,6.0
PRQ49807,20.5943,20.5943
PRQ50875,4.27206,4.27206
PRQ53667,3.0,3.0
PRQ53201,1.0,1.0
PRQ49046,12.1305,12.1305
PRQ46389,8.0,8.0
PRQ52150,30.0,30.0
PRQ53713,6.0,6.0
PRQ54252,1.0,1.0
PRQ47836,1.0,1.0
PRQ49582,3.15498,3.15498
PRQ45997,122.0,122.0
PRQ47178,1.13253,1.13253
PRQ52829,59.0,59.0
PRQ53837,6.0,6.0
PRQ54355,4.0,4.0
PRQ49470,0.807829,0.807829
PRQ54365,1.0,1.0
PRQ53115,47.0,47.0
PRQ47553,2.0,2.0
PRQ47863,4.0,4.0
PRQ51592,3.0,3.0
PRQ50714,7.0,7.0
PRQ50841,2.04525,2.04525
PRQ46433,1.059,1.059
PRQ52841,7.51015,7.51015
PRQ52809,1.0,1.0
PRQ47236,1.2138,1.2138
PRQ49156,17.0,17.0
PRQ46453,16.0,16.0
PRQ50116,2.0,2.0
PRQ53212,159.0,159.0
PRQ49137,1.0,1.0
PRQ51404,9.0,9.0
PRQ52410,1.0,1.0
PRQ46158,490.0,490.0
PRQ47331,43.0,43.0
PRQ46805,5.0,5.0
PRQ48558,57.0,57.0
PRQ49491,17.0,17.0
PRQ47627,1.0,1.0
PRQ53350,27.0,27.0
PRQ50835,2.0,2.0
PRQ53295,5.0,5.0
PRQ51907,4.0,4.0
PRQ49603,17.0,17.0
PRQ50409,3.0,3.0
PRQ53207,19.0,19.0
PRQ54354,61.0,61.0
PRQ49435,1.0,1.0
PRQ46855,5.0,5.0
PRQ52634,106.0,106.0
PRQ50971,1.0,1.0
PRQ46411,3.3514,3.3514
PRQ50766,3.0,3.0
PRQ47972,3.0,3.0
PRQ49194,8.0,8.0
PRQ46454,53.0,53.0
PRQ49756,0.362193,0.362193
PRQ52262,9.0,9.0
PRQ49192,16.0,16.0
PRQ46117,2.0,2.0
PRQ50723,8.0,8.0
PRQ47549,3.0,3.0
PRQ46501,4.0,4.0
PRQ46051,23.0,23.0
PRQ49283,6.0,6.0
PRQ51950,44.0,44.0
PRQ53675,5.0,5.0
PRQ47344,7.0,7.0
PRQ46881,1.0,1.0
PRQ50244,863.0,863.0
PRQ47986,72.0,72.0
PRQ48545,1.0,1.0
PRQ49415,1.0,1.0
PRQ49968,13.0,13.0
PRQ46059,1.0,1.0
PRQ49419,8.0,8.0
PRQ51574,19.0,19.0
PRQ47905,8.0,8.0
PRQ49715,20.0,20.0
PRQ50873,13.0,13.0
PRQ46111,155.0,155.0
PRQ51918,76.0,76.0
PRQ50556,120.0,120.0
PRQ47958,1.0,1.0
PRQ52537,1.0,1.0
PRQ48704,3.0,3.0
PRQ51932,35.0,35.0
PRQ48353,145.0,145.0
PRQ46908,11.0,11.0
PRQ50678,8.0,8.0
PRQ50688,6.0,6.0
PRQ52370,11.0,11.0
PRQ52989,12.0,12.0
PRQ54162,4.0,4.0
PRQ50421,6.0,6.0
PRQ52845,26.0,26.0
PRQ52844,6.0,6.0
PRQ50435,27.0,27.0
PRQ48855,39.0,39.0
PRQ46974,6.0,6.0
PRQ52457,66.0,66.0
PRQ47448,2.0,2.0
PRQ51832,13.0,13.0
PRQ51867,12.0,12.0
PRQ46857,12.0,12.0
PRQ52356,1.0,1.0
PRQ54368,20.0,20.0
PRQ52858,57.0,57.0
PRQ53468,8.0,8.0
PRQ54101,6.0,6.0
PRQ52227,603.0,603.0
PRQ52499,2.03703,2.03703
PRQ51342,22.0,22.0
PRQ51601,11.0,11.0
PRQ46738,8.0,8.0
PRQ48217,14.0,14.0
PRQ52476,4.0,4.0
PRQ48199,9.0,9.0
PRQ49506,2.0,2.0
PRQ53191,16.0,16.0
PRQ48969,2.0,2.0
PRQ51248,13.0,13.0
PRQ49573,32.0,32.0
PRQ48072,5.0,5.0
PRQ46026,1.20311,1.20311
PRQ51595,64.0,64.0
PRQ51143,11.0,11.0
PRQ51617,35.0,35.0
PRQ52554,35.0,35.0
PRQ47042,15.0,15.0
PRQ47191,1.0,1.0
PRQ47761,14.0,14.0
PRQ48162,71.0,71.0
PRQ46193,9.0,9.0
PRQ53420,3.0,3.0
PRQ51582,1.0,1.0
PRQ48997,16.0,16.0
PRQ52946,3.0,3.0
PRQ49503,3.0,3.0
PRQ47904,14.0,14.0
PRQ48647,78.0,78.0
PRQ49521,1.0,1.0
PRQ50700,1.0,1.0
PRQ47048,36.0,36.0
PRQ54013,6.0,6.0
PRQ51936,53.7892,53.7892
PRQ50808,5.0,5.0
PRQ51372,2.0,2.0
PRQ54343,4.0,4.0
PRQ53765,16.0,16.0
PRQ50253,0.90476,0.90476
PRQ53790,17.0,17.0
PRQ50424,3.0,3.0
PRQ47409,26.0,26.0
PRQ50601,8.0,8.0
PRQ48368,1.0,1.0
PRQ48202,55.0,55.0
PRQ52724,67.0,67.0
PRQ50103,7.0,7.0
PRQ48134,4.0,4.0
PRQ49550,10.0,10.0
PRQ51229,9.0,9.0
PRQ53702,1.0,1.0
PRQ48943,75.0,75.0
PRQ51495,24.0,24.0
