target_id,abundance
BGIOSGA006467-TA,89.0
BGIOSGA014433-TA,22.0
BGIOSGA005713-TA,35.0
BGIOSGA016943-TA,2.0
BGIOSGA008253-TA,2.0
BGIOSGA023012-TA,6.26178
BGIOSGA037105-TA,8.0
BGIOSGA030767-TA,17.0
BGIOSGA024055-TA,15.0
BGIOSGA028486-TA,25.0
BGIOSGA021410-TA,2.0
BGIOSGA007840-TA,1048.0
BGIOSGA014137-TA,2047.0
BGIOSGA012255-TA,9.0
BGIOSGA000009-TA,161.0
BGIOSGA032704-TA,14.0
BGIOSGA022792-TA,26.0
BGIOSGA027623-TA,299.0
BGIOSGA027891-TA,3.0
BGIOSGA007489-TA,3.0
BGIOSGA031584-TA,24.0
BGIOSGA007628-TA,24.0
BGIOSGA013370-TA,9.0
BGIOSGA020215-TA,94.0
BGIOSGA020191-TA,44.0
BGIOSGA002469-TA,16.0
BGIOSGA034445-TA,27.2928
BGIOSGA019094-TA,51.0
BGIOSGA018330-TA,9.0
BGIOSGA031185-TA,15.0
BGIOSGA000522-TA,24.0
BGIOSGA028720-TA,12.0
BGIOSGA005571-TA,25.0
BGIOSGA029415-TA,79.0
BGIOSGA029404-TA,6.0
BGIOSGA030354-TA,107.0
BGIOSGA004835-TA,129.0
BGIOSGA018475-TA,2.0
BGIOSGA016082-TA,1.0
BGIOSGA006514-TA,63.0
BGIOSGA037057-TA,77.0
BGIOSGA030835-TA,68.0
BGIOSGA034979-TA,15.0
BGIOSGA025401-TA,23.0
BGIOSGA008733-TA,272.0
BGIOSGA006335-TA,20.0
BGIOSGA036948-TA,146.939
BGIOSGA024927-TA,5.0
BGIOSGA001283-TA,30.0
BGIOSGA035085-TA,46.0
BGIOSGA022298-TA,30.0
BGIOSGA000231-TA,58.0
BGIOSGA021333-TA,1.0
BGIOSGA023450-TA,6.0
BGIOSGA011131-TA,47.0
BGIOSGA029782-TA,8.0
BGIOSGA000730-TA,58.0
BGIOSGA007045-TA,2.0
BGIOSGA012308-TA,162.0
BGIOSGA017893-TA,1.0
BGIOSGA005352-TA,4.0
BGIOSGA024786-TA,6.0
BGIOSGA030188-TA,63.0
BGIOSGA011380-TA,5.0
BGIOSGA029876-TA,115.0
BGIOSGA009630-TA,7.0
BGIOSGA022192-TA,4.0
BGIOSGA036595-TA,18.0
BGIOSGA027060-TA,24.0
BGIOSGA033459-TA,141.0
BGIOSGA020923-TA,3.0
BGIOSGA032624-TA,110.0
BGIOSGA036337-TA,141.336
BGIOSGA001796-TA,123.815
BGIOSGA017745-TA,7.0
BGIOSGA036253-TA,9.0
BGIOSGA017706-TA,56.0
BGIOSGA029431-TA,47.0
BGIOSGA001395-TA,23.0
BGIOSGA005094-TA,28.0
BGIOSGA011004-TA,42.0
BGIOSGA013565-TA,3.0
BGIOSGA000977-TA,416.0
BGIOSGA033649-TA,2.0
BGIOSGA007465-TA,611.0
BGIOSGA009532-TA,20.0
BGIOSGA000206-TA,31.0
BGIOSGA022728-TA,2.0
BGIOSGA016597-TA,1.0
BGIOSGA035864-TA,2.56983
BGIOSGA008975-TA,4.0
BGIOSGA014289-TA,2.0
BGIOSGA031080-TA,67.0
BGIOSGA018628-TA,2.0
BGIOSGA033341-TA,30.0
BGIOSGA028110-TA,59.0
BGIOSGA024797-TA,11.0
BGIOSGA034784-TA,3.0
BGIOSGA033717-TA,20.0
BGIOSGA009561-TA,99.0
BGIOSGA035724-TA,6.0
BGIOSGA008848-TA,45.0
BGIOSGA012186-TA,5.0
BGIOSGA002324-TA,5.0
BGIOSGA037737-TA,9.0
BGIOSGA026629-TA,92.0
BGIOSGA023665-TA,31.0
BGIOSGA024192-TA,2.0
BGIOSGA008204-TA,8.0
BGIOSGA014520-TA,5.0
BGIOSGA035609-TA,4.0
BGIOSGA009678-TA,45.0
BGIOSGA007751-TA,41.7857
BGIOSGA025038-TA,6.0
BGIOSGA019230-TA,1.28571
BGIOSGA030898-TA,10.0
BGIOSGA024712-TA,181.0
BGIOSGA036103-TA,3.0
BGIOSGA012025-TA,74.0
BGIOSGA032896-TA,9.0
BGIOSGA018279-TA,1.0
BGIOSGA005129-TA,1.0
BGIOSGA002182-TA,10.0
BGIOSGA001100-TA,6.0
BGIOSGA001867-TA,1.0
BGIOSGA026165-TA,354.0
BGIOSGA000728-TA,220.0
BGIOSGA010200-TA,14.0
BGIOSGA024716-TA,4.0
BGIOSGA009199-TA,4.0
BGIOSGA019374-TA,2.0
BGIOSGA019122-TA,27.7675
BGIOSGA027393-TA,2.14918
BGIOSGA005652-TA,22.0
BGIOSGA033397-TA,15.0
BGIOSGA000652-TA,97.0
BGIOSGA036473-TA,68.0
BGIOSGA022802-TA,11.0
BGIOSGA019550-TA,105.0
BGIOSGA019913-TA,175.0
BGIOSGA006205-TA,76.0
BGIOSGA037072-TA,6.0
BGIOSGA020556-TA,18.0
BGIOSGA021794-TA,34.0
BGIOSGA030133-TA,61.0
BGIOSGA008480-TA,24.0
BGIOSGA023363-TA,169.0
BGIOSGA036185-TA,67.0
BGIOSGA033233-TA,381.0
BGIOSGA013877-TA,8.0
BGIOSGA019033-TA,77.0
BGIOSGA023764-TA,46.0
BGIOSGA027186-TA,4.0
BGIOSGA013019-TA,49.0
BGIOSGA003273-TA,3.0
BGIOSGA017080-TA,304.0
BGIOSGA011029-TA,123.0
BGIOSGA028023-TA,38.0
BGIOSGA016872-TA,1.0
BGIOSGA017937-TA,12.0
BGIOSGA006569-TA,64.559
BGIOSGA017173-TA,4.0
BGIOSGA002709-TA,20.0
BGIOSGA021650-TA,2.0
BGIOSGA032737-TA,1.0
BGIOSGA001094-TA,4.0
BGIOSGA030891-TA,396.0
BGIOSGA004175-TA,54.0
BGIOSGA010577-TA,76.0
BGIOSGA003895-TA,10.0
BGIOSGA009647-TA,5.0
BGIOSGA005698-TA,251.0
BGIOSGA021604-TA,394.0
BGIOSGA016049-TA,8.0
BGIOSGA015402-TA,13.0
BGIOSGA023202-TA,35.0951
BGIOSGA013989-TA,33.0
BGIOSGA010947-TA,10.5762
BGIOSGA028871-TA,6.0
BGIOSGA015954-TA,12.0
BGIOSGA006292-TA,303.0
BGIOSGA021276-TA,1.0
BGIOSGA032685-TA,26.0
BGIOSGA021386-TA,10.0
BGIOSGA003459-TA,8.0
BGIOSGA010753-TA,79.0
BGIOSGA022987-TA,200.0
BGIOSGA017640-TA,1403.0
BGIOSGA006073-TA,19.0
BGIOSGA029807-TA,10.0
BGIOSGA017140-TA,4.0
BGIOSGA001513-TA,30.0
BGIOSGA011280-TA,29.0
BGIOSGA006327-TA,6.0
BGIOSGA019631-TA,4.0
BGIOSGA031774-TA,1.0
BGIOSGA024771-TA,1.0
BGIOSGA017743-TA,9.0
BGIOSGA030533-TA,5.0
BGIOSGA021784-TA,88.7402
BGIOSGA027734-TA,260.0
BGIOSGA013089-TA,9.0
BGIOSGA005742-TA,9.0
BGIOSGA031868-TA,11.0
BGIOSGA007677-TA,63.0
BGIOSGA037079-TA,120.04
BGIOSGA034690-TA,1.0
BGIOSGA014932-TA,3.0
BGIOSGA005815-TA,25.0
BGIOSGA004950-TA,4.28571
BGIOSGA020951-TA,62.0
BGIOSGA017228-TA,4.57455
BGIOSGA030029-TA,4.0
BGIOSGA029618-TA,3.0
BGIOSGA033123-TA,10.0
BGIOSGA003218-TA,235.0
BGIOSGA036194-TA,50.0
BGIOSGA020120-TA,34.0
BGIOSGA020098-TA,250.0
BGIOSGA026422-TA,78.0
BGIOSGA003369-TA,2.0
BGIOSGA022415-TA,5.0
BGIOSGA016733-TA,17.0
BGIOSGA002840-TA,1.0
BGIOSGA018832-TA,1.0
BGIOSGA033180-TA,2.0
BGIOSGA013910-TA,106.0
BGIOSGA013886-TA,3.0
BGIOSGA009834-TA,543.0
BGIOSGA029957-TA,35.0
BGIOSGA032953-TA,1.0
BGIOSGA029023-TA,7.0
BGIOSGA016607-TA,9.41296
BGIOSGA029282-TA,7.0
BGIOSGA019899-TA,45.0
BGIOSGA003697-TA,9.0
BGIOSGA033568-TA,1.0
BGIOSGA009058-TA,72.0
BGIOSGA001988-TA,21.0
BGIOSGA036360-TA,6.0
BGIOSGA006860-TA,140.0
BGIOSGA025583-TA,3.0
BGIOSGA006828-TA,33.0
BGIOSGA000030-TA,100.0
BGIOSGA028236-TA,17.0
BGIOSGA006106-TA,1.0
BGIOSGA011993-TA,124.0
BGIOSGA037410-TA,384.0
BGIOSGA022607-TA,12.0
BGIOSGA010293-TA,27.0
BGIOSGA033940-TA,25.0
BGIOSGA032993-TA,84.0
BGIOSGA035034-TA,1.0
BGIOSGA003168-TA,191.921
BGIOSGA010568-TA,2.0
BGIOSGA023695-TA,71.0
BGIOSGA012448-TA,16.0
BGIOSGA014250-TA,23.398
BGIOSGA015795-TA,158.897
BGIOSGA019354-TA,541.0
BGIOSGA030564-TA,2.0
BGIOSGA018621-TA,1.0
BGIOSGA001979-TA,47.7776
BGIOSGA030433-TA,14.0
BGIOSGA009602-TA,105.0
BGIOSGA012527-TA,111.0
BGIOSGA007102-TA,11.0
BGIOSGA007225-TA,62.0
BGIOSGA002621-TA,31.0
BGIOSGA000435-TA,1.0
BGIOSGA026208-TA,90.0
BGIOSGA035180-TA,46.0
BGIOSGA029830-TA,36.0
BGIOSGA004471-TA,265.0
BGIOSGA002280-TA,333.0
BGIOSGA033522-TA,67.0
BGIOSGA027822-TA,129.0
BGIOSGA017564-TA,218.0
BGIOSGA026484-TA,324.0
BGIOSGA004860-TA,8.0
BGIOSGA014721-TA,383.0
BGIOSGA023765-TA,54.0
BGIOSGA013196-TA,37.0
BGIOSGA012827-TA,29.0
BGIOSGA031564-TA,18.0
BGIOSGA013752-TA,27.0
BGIOSGA006364-TA,87.0
BGIOSGA013712-TA,71.0
BGIOSGA034487-TA,94.7839
BGIOSGA024841-TA,397.877
BGIOSGA000024-TA,45.0
BGIOSGA037632-TA,7.0
BGIOSGA002455-TA,2284.85
BGIOSGA011091-TA,28.0
BGIOSGA005585-TA,62.0
BGIOSGA010460-TA,64.0
BGIOSGA036917-TA,120.435
BGIOSGA028453-TA,7.0
BGIOSGA018342-TA,305.0
BGIOSGA012886-TA,3.0
BGIOSGA026206-TA,18.0
BGIOSGA026063-TA,93.0
BGIOSGA017875-TA,136.0
BGIOSGA031599-TA,82.0
BGIOSGA023613-TA,20.0
BGIOSGA005280-TA,5.94337
BGIOSGA033532-TA,24.0
BGIOSGA009935-TA,252.016
BGIOSGA016651-TA,40.0
BGIOSGA012200-TA,58.0
BGIOSGA004442-TA,28.0
BGIOSGA014767-TA,7.0
BGIOSGA007721-TA,18.0
BGIOSGA008639-TA,17.0
BGIOSGA030954-TA,9.0
BGIOSGA034528-TA,47.6538
BGIOSGA025580-TA,1.0
BGIOSGA025973-TA,49.0
BGIOSGA005796-TA,821.0
BGIOSGA011697-TA,332.0
BGIOSGA023345-TA,2.0
BGIOSGA037618-TA,15.0
BGIOSGA021067-TA,4.0
BGIOSGA002788-TA,2.0
BGIOSGA010051-TA,763.0
BGIOSGA007365-TA,5.0
BGIOSGA004183-TA,19.0
BGIOSGA029426-TA,1.0
BGIOSGA013750-TA,25.0
BGIOSGA036114-TA,27.0
BGIOSGA032267-TA,9.0
BGIOSGA003051-TA,3.0
BGIOSGA014013-TA,10.0
BGIOSGA017147-TA,8.0
BGIOSGA017466-TA,25.0
BGIOSGA011140-TA,5.0
BGIOSGA029319-TA,1.0
BGIOSGA020655-TA,32.0
BGIOSGA029466-TA,390.0
BGIOSGA037869-TA,63.0
BGIOSGA035354-TA,1.0
BGIOSGA024892-TA,5.0
BGIOSGA008954-TA,62.0
BGIOSGA009795-TA,35.2218
BGIOSGA011349-TA,4.0
BGIOSGA014220-TA,6.73886
BGIOSGA017792-TA,1.0
BGIOSGA031631-TA,6.0
BGIOSGA000872-TA,22.0
BGIOSGA007882-TA,40.0
BGIOSGA031264-TA,7.0
BGIOSGA014494-TA,5.0
BGIOSGA028696-TA,6.0
BGIOSGA005043-TA,4.0
BGIOSGA005604-TA,318.0
BGIOSGA006087-TA,37.0
BGIOSGA006064-TA,14.0
BGIOSGA012672-TA,29.0
BGIOSGA024292-TA,4.66726
BGIOSGA037830-TA,7.0
BGIOSGA000819-TA,260.0
BGIOSGA031141-TA,13.8729
BGIOSGA026439-TA,150.0
BGIOSGA022003-TA,6.0
BGIOSGA014408-TA,238.0
BGIOSGA016953-TA,4.0
BGIOSGA037153-TA,11.9551
BGIOSGA014820-TA,160.0
BGIOSGA037257-TA,122.885
BGIOSGA002211-TA,36.0
BGIOSGA007608-TA,1.0
BGIOSGA007048-TA,9.0
BGIOSGA013575-TA,295.0
BGIOSGA009321-TA,22.0
BGIOSGA027618-TA,25.0
BGIOSGA029460-TA,7.0
BGIOSGA010209-TA,1.0
BGIOSGA005100-TA,4.0
BGIOSGA004121-TA,3.0
BGIOSGA008268-TA,7.0
BGIOSGA020825-TA,78.0
BGIOSGA021031-TA,395.0
BGIOSGA025831-TA,602.0
BGIOSGA014789-TA,288.0
BGIOSGA021893-TA,17.0
BGIOSGA011169-TA,49.0
BGIOSGA031735-TA,3.0
BGIOSGA019641-TA,2.0
BGIOSGA029036-TA,7.0
BGIOSGA025511-TA,9.23145
BGIOSGA031152-TA,61.0
BGIOSGA008589-TA,50.0
BGIOSGA014842-TA,143.0
BGIOSGA022502-TA,41.0
BGIOSGA027662-TA,3.0
BGIOSGA037028-TA,9.0
BGIOSGA000196-TA,6.0
BGIOSGA011470-TA,13.0
BGIOSGA002345-TA,131.0
BGIOSGA009244-TA,1.0
BGIOSGA030940-TA,10.0
BGIOSGA033132-TA,16.0
BGIOSGA019079-TA,378.0
BGIOSGA007616-TA,33.0
BGIOSGA002473-TA,64.0
BGIOSGA027916-TA,14.0
BGIOSGA000078-TA,1.0
BGIOSGA002193-TA,1.0
BGIOSGA005332-TA,41.0
BGIOSGA020797-TA,571.0
BGIOSGA004714-TA,12.0
BGIOSGA022378-TA,64.0
BGIOSGA035097-TA,22.0
BGIOSGA037321-TA,671.0
BGIOSGA004403-TA,170.0
BGIOSGA035407-TA,46.0
BGIOSGA024245-TA,261.0
BGIOSGA024575-TA,119.0
BGIOSGA023926-TA,5.0
BGIOSGA012040-TA,2.0
BGIOSGA015918-TA,139.0
BGIOSGA002387-TA,285.0
BGIOSGA025129-TA,77.0
BGIOSGA011095-TA,22.0
BGIOSGA024679-TA,81.0
BGIOSGA005263-TA,16.0
BGIOSGA018449-TA,2.0
BGIOSGA006251-TA,45.0
BGIOSGA023996-TA,17.0
BGIOSGA001875-TA,18.0
BGIOSGA019933-TA,113.0
BGIOSGA022770-TA,86.0
BGIOSGA014287-TA,54.0
BGIOSGA020435-TA,17.0
BGIOSGA036746-TA,102.138
BGIOSGA006521-TA,1.0
BGIOSGA013204-TA,7.0
BGIOSGA008646-TA,37.0
BGIOSGA023702-TA,45.0
BGIOSGA030494-TA,42.0
BGIOSGA014290-TA,26.0
BGIOSGA015780-TA,49.0
BGIOSGA003346-TA,5.0
BGIOSGA020091-TA,6.0
BGIOSGA028363-TA,8.0
BGIOSGA026030-TA,384.0
BGIOSGA017272-TA,3988.0
BGIOSGA014629-TA,13.0
BGIOSGA022254-TA,47.0
BGIOSGA022029-TA,25.0
BGIOSGA023686-TA,6.0
BGIOSGA011826-TA,60.0
BGIOSGA000104-TA,9.0
BGIOSGA011741-TA,3.0
BGIOSGA002157-TA,3.0
BGIOSGA027053-TA,75.0
BGIOSGA014735-TA,146.0
BGIOSGA037180-TA,3.0
BGIOSGA030482-TA,380.0
BGIOSGA003370-TA,48.0
BGIOSGA028960-TA,20.0
BGIOSGA009845-TA,3.0
BGIOSGA006910-TA,46.0
BGIOSGA000453-TA,67.0
BGIOSGA023787-TA,24.0
BGIOSGA018820-TA,95.0
BGIOSGA025501-TA,5.0
BGIOSGA013242-TA,300.0
BGIOSGA011851-TA,64.2025
BGIOSGA029852-TA,181.0
BGIOSGA008162-TA,3.0
BGIOSGA032640-TA,25.0
BGIOSGA003340-TA,78.9661
BGIOSGA023389-TA,2.0
BGIOSGA036378-TA,222.0
BGIOSGA028894-TA,13.0549
BGIOSGA029374-TA,151.0
BGIOSGA021001-TA,191.0
BGIOSGA025961-TA,11.0
BGIOSGA032817-TA,7.0
BGIOSGA010654-TA,151.0
BGIOSGA022462-TA,2.0
BGIOSGA026530-TA,62.0
BGIOSGA008523-TA,74.0
BGIOSGA009691-TA,3.0
BGIOSGA018890-TA,29.0
BGIOSGA011614-TA,33.0
BGIOSGA020703-TA,1221.88
BGIOSGA032661-TA,21.0
BGIOSGA027639-TA,1.0
BGIOSGA009024-TA,19.0
BGIOSGA016271-TA,22.0
BGIOSGA014762-TA,7.0
BGIOSGA012854-TA,37.0
BGIOSGA005216-TA,358.0
BGIOSGA000053-TA,7.0
BGIOSGA019441-TA,736.0
BGIOSGA002994-TA,236.0
BGIOSGA007686-TA,7.0
BGIOSGA019132-TA,2.0
BGIOSGA033912-TA,34.0
BGIOSGA017323-TA,19.0
BGIOSGA027347-TA,3.0
BGIOSGA009576-TA,3.41082
BGIOSGA013928-TA,38.0
BGIOSGA023087-TA,8.0
BGIOSGA010271-TA,5.0
BGIOSGA026072-TA,142.0
BGIOSGA019866-TA,2221.0
BGIOSGA037068-TA,121.0
BGIOSGA010790-TA,30.0
BGIOSGA011937-TA,311.0
BGIOSGA029810-TA,4.0
BGIOSGA015754-TA,45.0
BGIOSGA028617-TA,271.0
BGIOSGA037532-TA,21.6808
BGIOSGA014230-TA,80.2215
BGIOSGA027743-TA,59.0
BGIOSGA017334-TA,51.0
BGIOSGA017861-TA,6.0
BGIOSGA019851-TA,758.0
BGIOSGA028174-TA,21.0
BGIOSGA008694-TA,32.0
BGIOSGA009910-TA,6.0
BGIOSGA015216-TA,1889.0
BGIOSGA017289-TA,156.0
BGIOSGA015357-TA,1.0
BGIOSGA031166-TA,47.0
BGIOSGA026957-TA,1.0
BGIOSGA014447-TA,67.0
BGIOSGA006168-TA,6.0
BGIOSGA004212-TA,78.0
BGIOSGA028727-TA,7.0
BGIOSGA023380-TA,1.0
BGIOSGA014652-TA,156.0
BGIOSGA010911-TA,47.0
BGIOSGA006236-TA,9.0
BGIOSGA030754-TA,4.0
BGIOSGA017393-TA,119.0
BGIOSGA017854-TA,34.0
BGIOSGA019600-TA,1.0
BGIOSGA024994-TA,1.0
BGIOSGA000303-TA,8.52291
BGIOSGA009300-TA,4.0
BGIOSGA029261-TA,84.0
BGIOSGA029054-TA,57.0
BGIOSGA008712-TA,40.3093
BGIOSGA035345-TA,2.0
BGIOSGA009345-TA,84.0
BGIOSGA005770-TA,168.0
BGIOSGA026852-TA,64.0
BGIOSGA030989-TA,22.0
BGIOSGA032081-TA,1.0
BGIOSGA008446-TA,119.0
BGIOSGA004728-TA,62.0
BGIOSGA031501-TA,25.0
BGIOSGA028763-TA,43.0
BGIOSGA017616-TA,9.0
BGIOSGA020864-TA,16.6196
BGIOSGA025094-TA,79.0
BGIOSGA000629-TA,52.0
BGIOSGA010776-TA,2.0
BGIOSGA017053-TA,3.0
BGIOSGA000161-TA,67.0
BGIOSGA000799-TA,20.0
BGIOSGA016645-TA,1.0
BGIOSGA011275-TA,7.0
BGIOSGA022705-TA,2.0
BGIOSGA025529-TA,4.0
BGIOSGA002412-TA,44.0
BGIOSGA028928-TA,282.0
BGIOSGA033031-TA,17.0357
BGIOSGA029665-TA,11.0
BGIOSGA020443-TA,18.0
BGIOSGA026834-TA,143.0
BGIOSGA024478-TA,221.828
BGIOSGA008061-TA,33.0
BGIOSGA016760-TA,5.0
BGIOSGA019519-TA,9.0
BGIOSGA009804-TA,60.0
BGIOSGA019918-TA,231.0
BGIOSGA036782-TA,25.0
BGIOSGA011902-TA,54.0
BGIOSGA035794-TA,17.0
BGIOSGA007658-TA,4.0
BGIOSGA023374-TA,5.0
BGIOSGA010474-TA,16.0
BGIOSGA018754-TA,52.0
BGIOSGA014682-TA,1.0
BGIOSGA008104-TA,112.0
BGIOSGA018266-TA,2.0
BGIOSGA015687-TA,165.0
BGIOSGA000497-TA,21.0
BGIOSGA004042-TA,4.0
BGIOSGA026153-TA,42.0
BGIOSGA008090-TA,330.0
BGIOSGA035955-TA,248.0
BGIOSGA026136-TA,271.0
BGIOSGA028327-TA,21.7435
BGIOSGA022456-TA,4.0
BGIOSGA037310-TA,6.0
BGIOSGA032051-TA,1.51085
BGIOSGA018059-TA,149.0
BGIOSGA011491-TA,143.0
BGIOSGA013350-TA,132.0
BGIOSGA009971-TA,3.0
BGIOSGA025908-TA,40.0
BGIOSGA001747-TA,30.0
BGIOSGA036246-TA,43.0
BGIOSGA011303-TA,35.0
BGIOSGA010845-TA,219.0
BGIOSGA034045-TA,4.0
BGIOSGA021937-TA,23.0
BGIOSGA033447-TA,51.0
BGIOSGA007256-TA,224.0
BGIOSGA011434-TA,31.0
BGIOSGA020285-TA,4.0
BGIOSGA005133-TA,86.0
BGIOSGA030864-TA,226.0
BGIOSGA004626-TA,15.0
BGIOSGA012483-TA,463.0
BGIOSGA024963-TA,162.0
BGIOSGA025596-TA,32.0
BGIOSGA006926-TA,8.0
BGIOSGA006307-TA,18.0
BGIOSGA002436-TA,1.0
BGIOSGA011330-TA,86.0
BGIOSGA019173-TA,111.0
BGIOSGA009130-TA,3.0
BGIOSGA016911-TA,1.0
BGIOSGA007408-TA,1.0
BGIOSGA011796-TA,8.0
BGIOSGA031873-TA,15.0
BGIOSGA022485-TA,17.0
BGIOSGA014747-TA,23.0
BGIOSGA015463-TA,57.0
BGIOSGA028594-TA,437.0
BGIOSGA008560-TA,123.741
BGIOSGA020277-TA,35.0
BGIOSGA021994-TA,3.0
BGIOSGA002039-TA,14.1045
BGIOSGA025116-TA,1.0
BGIOSGA000573-TA,20.0
BGIOSGA033164-TA,9.0
BGIOSGA006232-TA,9.0
BGIOSGA005481-TA,157.0
BGIOSGA026682-TA,6.0
BGIOSGA018110-TA,1.0
BGIOSGA031527-TA,400.0
BGIOSGA001673-TA,36.0
BGIOSGA017100-TA,23.0
BGIOSGA031957-TA,2.0
BGIOSGA014471-TA,62.0
BGIOSGA008983-TA,11.0
BGIOSGA012702-TA,233.0
BGIOSGA034610-TA,54.7799
BGIOSGA027581-TA,113.0
BGIOSGA026799-TA,60.0
BGIOSGA000507-TA,6.0
BGIOSGA016266-TA,4.0
BGIOSGA011509-TA,2.0
BGIOSGA002379-TA,30.4675
BGIOSGA011872-TA,65.0
BGIOSGA007954-TA,6.0
BGIOSGA018806-TA,1.0
BGIOSGA035257-TA,1.0
BGIOSGA032544-TA,1.11415
BGIOSGA013960-TA,7.0
BGIOSGA026011-TA,3.0
BGIOSGA027864-TA,895.0
BGIOSGA023262-TA,11.0
BGIOSGA022639-TA,238.501
BGIOSGA030103-TA,1.0
BGIOSGA013688-TA,318.0
BGIOSGA031328-TA,42.0
BGIOSGA027833-TA,2.0
BGIOSGA036658-TA,1.0
BGIOSGA027036-TA,58.0
BGIOSGA008415-TA,4.0
BGIOSGA019224-TA,266.0
BGIOSGA033679-TA,5.0
BGIOSGA004276-TA,2.0
BGIOSGA012216-TA,4.0
BGIOSGA017096-TA,9.74315
BGIOSGA023932-TA,7.0
BGIOSGA035813-TA,60.0
BGIOSGA001187-TA,32.0
BGIOSGA028268-TA,28.0
BGIOSGA028140-TA,6.0
BGIOSGA007192-TA,110.0
BGIOSGA029134-TA,2.0
BGIOSGA016515-TA,26.0
BGIOSGA020763-TA,56.0
BGIOSGA019498-TA,2.0
BGIOSGA036696-TA,8.44444
BGIOSGA017519-TA,504.0
BGIOSGA018298-TA,8.0
BGIOSGA036591-TA,2.0
BGIOSGA035304-TA,76.0
BGIOSGA003827-TA,27.0
BGIOSGA004202-TA,57.0
BGIOSGA008075-TA,48.0
BGIOSGA029499-TA,15.0
BGIOSGA026469-TA,2.0
BGIOSGA024233-TA,1.0
BGIOSGA022492-TA,4.0
BGIOSGA018612-TA,10.0
BGIOSGA037858-TA,1.0
BGIOSGA031265-TA,4.51293
BGIOSGA009222-TA,189.0
BGIOSGA022229-TA,5.0
BGIOSGA009623-TA,150.0
BGIOSGA007586-TA,394.065
BGIOSGA019832-TA,1092.0
BGIOSGA002496-TA,384.5
BGIOSGA022160-TA,4.0
BGIOSGA000561-TA,16.0
BGIOSGA034318-TA,4.0
BGIOSGA031486-TA,23.0
BGIOSGA022989-TA,54.0
BGIOSGA002094-TA,36.0
BGIOSGA010684-TA,18.0
BGIOSGA026278-TA,17.0
BGIOSGA001119-TA,169.0
BGIOSGA031396-TA,1.16623
BGIOSGA002537-TA,12.0
BGIOSGA010128-TA,18.0
BGIOSGA028646-TA,70.0
BGIOSGA035819-TA,12.0
BGIOSGA023469-TA,87.0
BGIOSGA027958-TA,147.0
BGIOSGA020038-TA,61.0
BGIOSGA009454-TA,1.0
BGIOSGA032369-TA,7.0
BGIOSGA016890-TA,5.0
BGIOSGA005649-TA,33.0
BGIOSGA028537-TA,2.0
BGIOSGA030845-TA,2.0
BGIOSGA015664-TA,63.0
BGIOSGA002908-TA,605.0
BGIOSGA033114-TA,4.0
BGIOSGA036618-TA,2.0
BGIOSGA002055-TA,4.0
BGIOSGA020021-TA,6.0
BGIOSGA000251-TA,2.0
BGIOSGA023571-TA,1.0
BGIOSGA000760-TA,31.9572
BGIOSGA013064-TA,58.0
BGIOSGA001791-TA,232.0
BGIOSGA001882-TA,36.0
BGIOSGA030778-TA,9.0
BGIOSGA008814-TA,6.0
BGIOSGA035226-TA,12.0
BGIOSGA034926-TA,1.0
BGIOSGA028492-TA,80.0
BGIOSGA012212-TA,30.0
BGIOSGA019588-TA,3.0
BGIOSGA006454-TA,213.0
BGIOSGA020084-TA,20.0
BGIOSGA028801-TA,5.0
BGIOSGA008247-TA,2.0
BGIOSGA032851-TA,60.0
BGIOSGA011842-TA,77.0
BGIOSGA006214-TA,8.0
BGIOSGA028056-TA,31.0
BGIOSGA019719-TA,2.0
BGIOSGA011022-TA,6.0
BGIOSGA015816-TA,1.0
BGIOSGA023378-TA,181.0
BGIOSGA028346-TA,43.0
BGIOSGA010643-TA,174.0
BGIOSGA033824-TA,4.0
BGIOSGA018233-TA,292.612
BGIOSGA022225-TA,17.0
BGIOSGA020150-TA,52.0
BGIOSGA025098-TA,7.0
BGIOSGA020969-TA,3.0
BGIOSGA031991-TA,78.0
BGIOSGA002308-TA,3.0
BGIOSGA028571-TA,3.0
BGIOSGA029300-TA,112.0
BGIOSGA004945-TA,120.0
BGIOSGA035497-TA,10.0
BGIOSGA011953-TA,550.0
BGIOSGA024045-TA,19.0
BGIOSGA033901-TA,454.0
BGIOSGA027747-TA,83.0
BGIOSGA027431-TA,1.0
BGIOSGA033452-TA,251.0
BGIOSGA007058-TA,55.0
BGIOSGA030367-TA,572.0
BGIOSGA028505-TA,252.0
BGIOSGA022241-TA,3.0
BGIOSGA023512-TA,3.0
BGIOSGA018397-TA,5.0
BGIOSGA014344-TA,52.0
BGIOSGA027771-TA,4.0
BGIOSGA031893-TA,1.0108
BGIOSGA023641-TA,82.0
BGIOSGA034982-TA,71.0
BGIOSGA003856-TA,1.0
BGIOSGA032822-TA,8.0
BGIOSGA028126-TA,1.0
BGIOSGA027551-TA,3.0
BGIOSGA023209-TA,1.0
BGIOSGA003388-TA,25.0
BGIOSGA020577-TA,136.0
BGIOSGA027848-TA,206.0
BGIOSGA016056-TA,18.0
BGIOSGA013881-TA,12.0
BGIOSGA033470-TA,2.0
BGIOSGA035205-TA,24.0
BGIOSGA020878-TA,4.0
BGIOSGA032183-TA,234.0
BGIOSGA002301-TA,22.0
BGIOSGA029169-TA,29.0
BGIOSGA010154-TA,431.0
BGIOSGA020330-TA,44.0
BGIOSGA005062-TA,15.0
