target_id,abundance
BGIOSGA022013-TA,18.0
BGIOSGA020765-TA,2.0
BGIOSGA027690-TA,2.0
BGIOSGA013563-TA,1406.0
BGIOSGA004379-TA,47.0
BGIOSGA028087-TA,145.0
BGIOSGA029576-TA,82.0
BGIOSGA000035-TA,20.0
BGIOSGA019096-TA,38.0
BGIOSGA014317-TA,283.0
BGIOSGA033724-TA,1.0
BGIOSGA000719-TA,398.0
BGIOSGA006594-TA,8.2517
BGIOSGA024969-TA,8.0
BGIOSGA005880-TA,6.2
BGIOSGA014702-TA,47.0
BGIOSGA022049-TA,65.0
BGIOSGA015822-TA,10.0
BGIOSGA001397-TA,561.0
BGIOSGA031040-TA,102.0
BGIOSGA012159-TA,84.0
BGIOSGA009923-TA,28.3186
BGIOSGA016577-TA,74.0
BGIOSGA025815-TA,5.0
BGIOSGA004574-TA,13.0
BGIOSGA027247-TA,178.0
BGIOSGA031113-TA,5.0
BGIOSGA024301-TA,454.0
BGIOSGA019215-TA,194.0
BGIOSGA028870-TA,65.0
BGIOSGA004894-TA,134.0
BGIOSGA035600-TA,167.0
BGIOSGA021053-TA,32.0
BGIOSGA013198-TA,37.0
BGIOSGA005190-TA,13.0
BGIOSGA020217-TA,248.0
BGIOSGA006665-TA,4.0
BGIOSGA018760-TA,420.0
BGIOSGA015213-TA,58.0
BGIOSGA020548-TA,103.0
BGIOSGA032841-TA,2.0
BGIOSGA004771-TA,79.1098
BGIOSGA007243-TA,11.0
BGIOSGA020827-TA,8.0
BGIOSGA036494-TA,2.0
BGIOSGA012027-TA,4.0
BGIOSGA002634-TA,3.0
BGIOSGA034999-TA,14.0
BGIOSGA020725-TA,25.0
BGIOSGA033052-TA,173.0
BGIOSGA017794-TA,105.0
BGIOSGA013613-TA,66.0
BGIOSGA003785-TA,18.0
BGIOSGA002955-TA,139.0
BGIOSGA006165-TA,17.0
BGIOSGA014804-TA,116.0
BGIOSGA006555-TA,93.0
BGIOSGA032916-TA,335.639
BGIOSGA037638-TA,15.0
BGIOSGA011681-TA,76.0
BGIOSGA013809-TA,6.0
BGIOSGA016234-TA,95.0
BGIOSGA019848-TA,2.0
BGIOSGA033574-TA,4.0
BGIOSGA000418-TA,1.0
BGIOSGA008458-TA,49.0
BGIOSGA009847-TA,771.0
BGIOSGA026016-TA,269.0
BGIOSGA013030-TA,79.0
BGIOSGA009477-TA,2.0
BGIOSGA011237-TA,70.0
BGIOSGA027404-TA,63.0
BGIOSGA000796-TA,10.0
BGIOSGA009122-TA,13.0
BGIOSGA001734-TA,32.0
BGIOSGA004969-TA,45.0
BGIOSGA000295-TA,10.0
BGIOSGA023737-TA,11.0
BGIOSGA020003-TA,4.0
BGIOSGA019948-TA,70.0
BGIOSGA025063-TA,13.0
BGIOSGA024983-TA,5.0
BGIOSGA012324-TA,189.558
BGIOSGA028303-TA,106.0
BGIOSGA032381-TA,1.0
BGIOSGA033319-TA,204.922
BGIOSGA005465-TA,23.0
BGIOSGA006961-TA,148.0
BGIOSGA030636-TA,1.0
BGIOSGA013180-TA,78.0
BGIOSGA021281-TA,143.0
BGIOSGA011811-TA,2.0
BGIOSGA037013-TA,218.0
BGIOSGA013572-TA,18.0
BGIOSGA013897-TA,74.0
BGIOSGA034486-TA,88.0
BGIOSGA000254-TA,15.7312
BGIOSGA007626-TA,66.0
BGIOSGA006297-TA,175.435
BGIOSGA031608-TA,95.0
BGIOSGA021882-TA,182.0
BGIOSGA005096-TA,6.0
BGIOSGA009278-TA,62.0
BGIOSGA007322-TA,304.0
BGIOSGA001256-TA,88.0
BGIOSGA026592-TA,9.0
BGIOSGA009715-TA,44.0
BGIOSGA037063-TA,45.0
BGIOSGA016951-TA,6.0
BGIOSGA034693-TA,47.0
BGIOSGA013730-TA,155.0
BGIOSGA006206-TA,1.0
BGIOSGA016806-TA,80.0
BGIOSGA029596-TA,20.0
BGIOSGA009435-TA,14.0
BGIOSGA026970-TA,273.0
BGIOSGA013959-TA,33.0
BGIOSGA011683-TA,8.27337
BGIOSGA026658-TA,5.0
BGIOSGA007046-TA,6.0
BGIOSGA035755-TA,95.0
BGIOSGA011352-TA,54.0
BGIOSGA010949-TA,29.0
BGIOSGA016308-TA,83.0
BGIOSGA009305-TA,6.0
BGIOSGA024158-TA,141.0
BGIOSGA004440-TA,134.0
BGIOSGA017146-TA,19.0
BGIOSGA017877-TA,30.4365
BGIOSGA009832-TA,24.6399
BGIOSGA006441-TA,10.0
BGIOSGA033581-TA,5.0
BGIOSGA016602-TA,137.0
BGIOSGA009294-TA,4.36158
BGIOSGA001872-TA,156.0
BGIOSGA010961-TA,35.0
BGIOSGA031910-TA,60.0
BGIOSGA017852-TA,5.0
BGIOSGA018617-TA,1.0
BGIOSGA014222-TA,103.0
BGIOSGA005457-TA,45.0
BGIOSGA005740-TA,1.0
BGIOSGA020505-TA,19.0
BGIOSGA003457-TA,29.0
BGIOSGA014535-TA,26.0
BGIOSGA005401-TA,263.0
BGIOSGA012108-TA,586.0
BGIOSGA018544-TA,7.0
BGIOSGA029809-TA,77.0
BGIOSGA034352-TA,47.0
BGIOSGA013718-TA,5.0
BGIOSGA004984-TA,2.0
BGIOSGA014939-TA,76.0
BGIOSGA030027-TA,8.0
BGIOSGA030352-TA,13.0
BGIOSGA034718-TA,86.5872
BGIOSGA008379-TA,169.0
BGIOSGA032593-TA,1.0
BGIOSGA022643-TA,116.0
BGIOSGA007366-TA,4.0
BGIOSGA016230-TA,50.0
BGIOSGA034752-TA,4.0
BGIOSGA004239-TA,55.0
BGIOSGA019791-TA,2.56897
BGIOSGA029034-TA,2.0
BGIOSGA024114-TA,59.0
BGIOSGA034312-TA,208.0
BGIOSGA014058-TA,90.0
BGIOSGA018402-TA,141.0
BGIOSGA022022-TA,114.0
BGIOSGA017461-TA,13.0
BGIOSGA003699-TA,122.0
BGIOSGA015382-TA,5.0
BGIOSGA017836-TA,23.0
BGIOSGA018986-TA,65.0
BGIOSGA006883-TA,39.7929
BGIOSGA010257-TA,243.0
BGIOSGA024568-TA,7.0
BGIOSGA005823-TA,29.0
BGIOSGA035322-TA,25.0
BGIOSGA030312-TA,6.0
BGIOSGA000906-TA,30.0
BGIOSGA029874-TA,15.0
BGIOSGA020599-TA,32.0
BGIOSGA010984-TA,35.0
BGIOSGA034241-TA,14.0
BGIOSGA024461-TA,6.0
BGIOSGA004503-TA,2.0
BGIOSGA009350-TA,65.0
BGIOSGA000645-TA,127.0
BGIOSGA016928-TA,241.0
BGIOSGA003161-TA,1.0
BGIOSGA036818-TA,33.3903
BGIOSGA016700-TA,12.0
BGIOSGA019352-TA,111.082
BGIOSGA003619-TA,1.0
BGIOSGA001932-TA,2.30043
BGIOSGA030019-TA,32.0
BGIOSGA012825-TA,276.0
BGIOSGA037784-TA,68.0
BGIOSGA022269-TA,27.0
BGIOSGA003876-TA,64.0
BGIOSGA015168-TA,18.0
BGIOSGA025714-TA,4.0
BGIOSGA031746-TA,214.0
BGIOSGA014203-TA,48.0
BGIOSGA001344-TA,2.0
BGIOSGA028289-TA,7.0
BGIOSGA000133-TA,803.0
BGIOSGA010024-TA,1.0
BGIOSGA013300-TA,54.0
BGIOSGA003367-TA,9.0
BGIOSGA013754-TA,44.0
BGIOSGA013087-TA,33.0
BGIOSGA011975-TA,37.0
BGIOSGA004148-TA,27.0
BGIOSGA037825-TA,3.0
BGIOSGA012728-TA,122.0
BGIOSGA010295-TA,289.888
BGIOSGA037209-TA,48.0
BGIOSGA013679-TA,6.0
BGIOSGA010070-TA,113.0
BGIOSGA029832-TA,60.0
BGIOSGA019124-TA,88.0
BGIOSGA002198-TA,89.0
BGIOSGA019516-TA,23.0
BGIOSGA001798-TA,9.0
BGIOSGA028749-TA,46.0
BGIOSGA011544-TA,22.0
BGIOSGA020104-TA,43.0
BGIOSGA025171-TA,172.0
BGIOSGA028940-TA,183.0
BGIOSGA015499-TA,3.0
BGIOSGA032815-TA,2.0
BGIOSGA018910-TA,4.0
BGIOSGA000215-TA,1410.0
BGIOSGA007528-TA,105.097
BGIOSGA020802-TA,126.0
BGIOSGA028814-TA,80.0
BGIOSGA037704-TA,20.0
BGIOSGA003167-TA,12.0
BGIOSGA024257-TA,79.0
BGIOSGA004409-TA,29.0
BGIOSGA016255-TA,1.0
BGIOSGA033277-TA,145.0
BGIOSGA027770-TA,223.318
BGIOSGA011526-TA,75.0
BGIOSGA018080-TA,34.0
BGIOSGA001895-TA,173.0
BGIOSGA036321-TA,32.0
BGIOSGA015104-TA,37.0933
BGIOSGA034827-TA,3.0
BGIOSGA009790-TA,75.0
BGIOSGA031562-TA,68.0
BGIOSGA012101-TA,7.0
BGIOSGA010035-TA,30.0
BGIOSGA013393-TA,3666.0
BGIOSGA017023-TA,83.0
BGIOSGA023188-TA,5.0
BGIOSGA023998-TA,13.0
BGIOSGA014080-TA,10.0
BGIOSGA017833-TA,71.0
BGIOSGA026532-TA,1.0
BGIOSGA026689-TA,8.0
BGIOSGA023559-TA,163.0
BGIOSGA018046-TA,1.0
BGIOSGA000286-TA,37.0
BGIOSGA013945-TA,93.0
BGIOSGA000655-TA,25.0
BGIOSGA004527-TA,67.7837
BGIOSGA016531-TA,2.0
BGIOSGA021872-TA,458.0
BGIOSGA016513-TA,20.0
BGIOSGA012110-TA,373.0
BGIOSGA013222-TA,9.0
BGIOSGA012562-TA,200.216
BGIOSGA006121-TA,2.0
BGIOSGA019637-TA,30.0
BGIOSGA035950-TA,37.0
BGIOSGA021656-TA,22.8478
BGIOSGA037189-TA,26.0
BGIOSGA007163-TA,3.0
BGIOSGA000527-TA,155.0
BGIOSGA019868-TA,127.0
BGIOSGA006238-TA,28.0
BGIOSGA027835-TA,122.0
BGIOSGA035850-TA,37.0
BGIOSGA008525-TA,14.5977
BGIOSGA029056-TA,1.0
BGIOSGA001580-TA,21.0
BGIOSGA011328-TA,2284.0
BGIOSGA001574-TA,2.63618
BGIOSGA036921-TA,51.0
BGIOSGA001718-TA,6.39664
BGIOSGA016669-TA,9.0
BGIOSGA004672-TA,17.0
BGIOSGA033189-TA,7376.0
BGIOSGA028932-TA,6.0
BGIOSGA013907-TA,129.0
BGIOSGA008692-TA,44.0
BGIOSGA027527-TA,8.0
BGIOSGA027741-TA,107.0
BGIOSGA036748-TA,157.0
BGIOSGA006085-TA,59.0
BGIOSGA017725-TA,6.0
BGIOSGA029812-TA,7.0
BGIOSGA033489-TA,65.7215
BGIOSGA004663-TA,3.0
BGIOSGA018864-TA,84.0
BGIOSGA009078-TA,403.0
BGIOSGA026201-TA,64.0
BGIOSGA012035-TA,1.0
BGIOSGA030896-TA,10.0
BGIOSGA014292-TA,46.0
BGIOSGA001658-TA,13.928
BGIOSGA003411-TA,17.0
BGIOSGA032168-TA,2.12447
BGIOSGA005354-TA,4.0
BGIOSGA000203-TA,1.0
BGIOSGA022744-TA,384.0
BGIOSGA007506-TA,4.0
BGIOSGA036713-TA,1.0
BGIOSGA009810-TA,1.0
BGIOSGA008351-TA,53.509
BGIOSGA002876-TA,17.0
BGIOSGA013114-TA,1.0
BGIOSGA017647-TA,21.0
BGIOSGA005265-TA,180.0
BGIOSGA026163-TA,99.0
BGIOSGA011456-TA,1.0
BGIOSGA011014-TA,6.0
BGIOSGA019264-TA,10.0
BGIOSGA022667-TA,3.0
BGIOSGA008427-TA,11.0
BGIOSGA005599-TA,38.0
BGIOSGA027931-TA,17.0
BGIOSGA022816-TA,33.0
BGIOSGA022316-TA,4.9115
BGIOSGA027340-TA,3.0
BGIOSGA031293-TA,153.0
BGIOSGA012307-TA,102.0
BGIOSGA035810-TA,3.0
BGIOSGA024907-TA,10.0
BGIOSGA011786-TA,33.0
BGIOSGA025867-TA,5.0
BGIOSGA002522-TA,1.0
BGIOSGA024229-TA,9.0
BGIOSGA006034-TA,366.0
BGIOSGA021069-TA,19.0
BGIOSGA022162-TA,12.0
BGIOSGA021801-TA,425.0
BGIOSGA023678-TA,145.0
BGIOSGA020900-TA,9.0
BGIOSGA037593-TA,346.0
BGIOSGA033140-TA,2.36792
BGIOSGA029175-TA,62.0
BGIOSGA019980-TA,24.0
BGIOSGA000679-TA,325.0
BGIOSGA033844-TA,86.0
BGIOSGA029594-TA,259.0
BGIOSGA036702-TA,1.0
BGIOSGA025162-TA,17.0
BGIOSGA028569-TA,30.0
BGIOSGA014728-TA,42.0
BGIOSGA008952-TA,29.0
BGIOSGA018759-TA,244.0
BGIOSGA018112-TA,137.588
BGIOSGA004712-TA,10.0
BGIOSGA031175-TA,1.0
BGIOSGA010300-TA,97.0
BGIOSGA011763-TA,4.0
BGIOSGA015350-TA,91.4423
BGIOSGA035113-TA,6.0
BGIOSGA025690-TA,110.0
BGIOSGA003372-TA,239.0
BGIOSGA009186-TA,1.0
BGIOSGA034882-TA,26.0
BGIOSGA011439-TA,1.0
BGIOSGA004995-TA,2.0
BGIOSGA031734-TA,121.361
BGIOSGA003013-TA,138.0
BGIOSGA029119-TA,18.0
BGIOSGA037588-TA,1.0
BGIOSGA035036-TA,150.0
BGIOSGA012481-TA,3.0
BGIOSGA033479-TA,17.0
BGIOSGA007145-TA,2.0
BGIOSGA001150-TA,110.432
BGIOSGA024940-TA,8.0
BGIOSGA035642-TA,34.0
BGIOSGA006273-TA,8.0
BGIOSGA011500-TA,29.0
BGIOSGA005664-TA,48.0
BGIOSGA031498-TA,16.0
BGIOSGA012692-TA,13.0
BGIOSGA009963-TA,144.0
BGIOSGA014897-TA,34.0
BGIOSGA012271-TA,27.0
BGIOSGA020458-TA,6.0
BGIOSGA010572-TA,5.0
BGIOSGA035259-TA,102.0
BGIOSGA023784-TA,376.0
BGIOSGA036656-TA,2.0
BGIOSGA008758-TA,42.0
BGIOSGA005913-TA,534.0
BGIOSGA011870-TA,17.0
BGIOSGA018314-TA,137.0
BGIOSGA008110-TA,19.6552
BGIOSGA010862-TA,161.0
BGIOSGA021971-TA,60.0
BGIOSGA012549-TA,38.0
BGIOSGA026467-TA,801.0
BGIOSGA007319-TA,68.0
BGIOSGA013427-TA,2.0
BGIOSGA006283-TA,32.0
BGIOSGA008985-TA,23.0
BGIOSGA022633-TA,42.0
BGIOSGA008710-TA,3.0
BGIOSGA009703-TA,4.0
BGIOSGA005860-TA,69.0
BGIOSGA010774-TA,1268.0
BGIOSGA020466-TA,14.0
BGIOSGA010003-TA,103.0
BGIOSGA005499-TA,38.0
BGIOSGA015079-TA,53.7652
BGIOSGA014045-TA,1.0
BGIOSGA014861-TA,2.0
BGIOSGA031579-TA,38.0
BGIOSGA010872-TA,7.85946
BGIOSGA006950-TA,16.0
BGIOSGA031484-TA,71.0
BGIOSGA030072-TA,32.0
BGIOSGA033394-TA,17.0
BGIOSGA037641-TA,5.0
BGIOSGA016637-TA,1.0
BGIOSGA017889-TA,20.0
BGIOSGA002318-TA,4.0
BGIOSGA018852-TA,3.0
BGIOSGA005831-TA,270.0
BGIOSGA033974-TA,2.0
BGIOSGA002691-TA,25.0
BGIOSGA021753-TA,65.0
BGIOSGA027605-TA,50.0
BGIOSGA007351-TA,17.2559
BGIOSGA004210-TA,2666.0
BGIOSGA004880-TA,28.0
BGIOSGA001358-TA,42.0
BGIOSGA025429-TA,132.0
BGIOSGA009625-TA,180.894
BGIOSGA003629-TA,45.0
BGIOSGA001206-TA,1.0
BGIOSGA020092-TA,48.0
BGIOSGA006053-TA,1124.0
BGIOSGA021837-TA,8.0
BGIOSGA017391-TA,3.0
BGIOSGA005507-TA,41.0
BGIOSGA026915-TA,15.0
BGIOSGA009449-TA,28.0
BGIOSGA005750-TA,112.0
BGIOSGA028621-TA,246.0
BGIOSGA016892-TA,3.0
BGIOSGA019322-TA,337.0
BGIOSGA014546-TA,84.0
BGIOSGA035155-TA,299.0
BGIOSGA011477-TA,53.0
BGIOSGA015375-TA,3.0
BGIOSGA034068-TA,24.0
BGIOSGA034256-TA,23.0
BGIOSGA026953-TA,122.0
BGIOSGA012319-TA,47.0
BGIOSGA000367-TA,14.0
BGIOSGA002608-TA,8.0
BGIOSGA032986-TA,2.0
BGIOSGA011604-TA,62.5752
BGIOSGA031398-TA,9.94352
BGIOSGA028965-TA,92.0
BGIOSGA018005-TA,490.0
BGIOSGA030243-TA,4.0
BGIOSGA001429-TA,23.0
BGIOSGA010184-TA,5.0
BGIOSGA028095-TA,424.0
BGIOSGA005135-TA,4.0
BGIOSGA025055-TA,161.0
BGIOSGA004695-TA,31.0
BGIOSGA011312-TA,4.0
BGIOSGA019897-TA,359.131
BGIOSGA032870-TA,148.0
BGIOSGA016569-TA,12.0
BGIOSGA025878-TA,42.0
BGIOSGA033972-TA,3.0
BGIOSGA036026-TA,62.0
BGIOSGA031164-TA,18.0
BGIOSGA034458-TA,339.0
BGIOSGA004044-TA,4.0
BGIOSGA016762-TA,1.0
BGIOSGA006234-TA,3.0
BGIOSGA001328-TA,66.0
BGIOSGA029605-TA,16.0
BGIOSGA021953-TA,253.0
BGIOSGA028277-TA,4.00285
BGIOSGA020866-TA,15.0
BGIOSGA021279-TA,54.0
BGIOSGA036009-TA,13.0
BGIOSGA020981-TA,12.0
BGIOSGA007333-TA,7.0
BGIOSGA034139-TA,2.0
BGIOSGA028481-TA,64.0
BGIOSGA019629-TA,1.0
BGIOSGA034234-TA,1.0
BGIOSGA007285-TA,1.0
BGIOSGA014714-TA,23.0
BGIOSGA017055-TA,1.00634
BGIOSGA014730-TA,1.0
BGIOSGA031529-TA,13.0
BGIOSGA020640-TA,45.2576
BGIOSGA003644-TA,11.0
BGIOSGA013552-TA,107.0
BGIOSGA031128-TA,48.0
BGIOSGA019035-TA,84.0
BGIOSGA002475-TA,12.0
BGIOSGA010123-TA,49.0
BGIOSGA007854-TA,130.0
BGIOSGA013440-TA,88.0
BGIOSGA017586-TA,145.0
BGIOSGA020418-TA,6.0
BGIOSGA017579-TA,2.0
BGIOSGA033700-TA,5.0
BGIOSGA037434-TA,8.0
BGIOSGA022328-TA,7.0
BGIOSGA024833-TA,51.0
BGIOSGA010686-TA,12.0
BGIOSGA002201-TA,2.0
BGIOSGA033445-TA,5.0
BGIOSGA035556-TA,2.0
BGIOSGA015960-TA,120.0
BGIOSGA036244-TA,23.0
BGIOSGA004153-TA,1.15666
BGIOSGA007537-TA,324.0
BGIOSGA023622-TA,13.0
BGIOSGA020258-TA,6.0
BGIOSGA026155-TA,54.0
BGIOSGA027866-TA,5.0
BGIOSGA023581-TA,81.0
BGIOSGA011900-TA,6.0
BGIOSGA023104-TA,7.0
BGIOSGA012492-TA,45.0
BGIOSGA023742-TA,876.0
BGIOSGA004538-TA,2.0
BGIOSGA022992-TA,15.0
BGIOSGA006337-TA,2.0
BGIOSGA018191-TA,8.0
BGIOSGA027896-TA,28.0
BGIOSGA015511-TA,4.0
BGIOSGA037442-TA,76.0
BGIOSGA007754-TA,236.0
BGIOSGA015870-TA,20.0
BGIOSGA035577-TA,51.0
BGIOSGA008731-TA,7.68501
BGIOSGA016546-TA,90.0
BGIOSGA026108-TA,29.0
BGIOSGA026524-TA,156.0
BGIOSGA016190-TA,1.0
BGIOSGA001931-TA,46.6996
BGIOSGA023797-TA,2.0
BGIOSGA008063-TA,1.0
BGIOSGA002411-TA,58.0
BGIOSGA000457-TA,114.778
BGIOSGA021029-TA,1.0
BGIOSGA026216-TA,29.0
BGIOSGA027362-TA,1.5
BGIOSGA017085-TA,72.0294
BGIOSGA008562-TA,18.0
BGIOSGA015008-TA,9.0
BGIOSGA026240-TA,30.0
BGIOSGA016686-TA,52.0
BGIOSGA031587-TA,33.7963
BGIOSGA016427-TA,1.0
BGIOSGA030364-TA,22.0
BGIOSGA027080-TA,10.0
BGIOSGA030832-TA,112.0
BGIOSGA019119-TA,4.38582
BGIOSGA036648-TA,8.0
BGIOSGA029803-TA,82.0
BGIOSGA030861-TA,26.0
BGIOSGA026266-TA,2.0
BGIOSGA019077-TA,435.0
BGIOSGA006359-TA,165.8
BGIOSGA023009-TA,2.0
BGIOSGA009116-TA,1.0
BGIOSGA009357-TA,66.0
BGIOSGA008274-TA,5.0
BGIOSGA003922-TA,759.123
BGIOSGA012723-TA,6.0
BGIOSGA001681-TA,260.608
BGIOSGA027752-TA,509.0
BGIOSGA030373-TA,6.0
BGIOSGA034791-TA,12.3063
BGIOSGA020876-TA,1.0
BGIOSGA036465-TA,6.0
BGIOSGA018902-TA,79.0
BGIOSGA010465-TA,148.0
BGIOSGA001558-TA,39.0
BGIOSGA015771-TA,2.0
BGIOSGA001846-TA,4.0
BGIOSGA020040-TA,65.0
BGIOSGA003511-TA,1.0
BGIOSGA003408-TA,1.0
BGIOSGA016640-TA,32.0
BGIOSGA004795-TA,37.0
BGIOSGA019677-TA,3.0
BGIOSGA032571-TA,13.0
BGIOSGA010348-TA,22.0
BGIOSGA026427-TA,73.0
BGIOSGA033984-TA,16.0
BGIOSGA018756-TA,33.0
BGIOSGA024308-TA,14.0
BGIOSGA031023-TA,197.0
BGIOSGA022281-TA,7.0
BGIOSGA026048-TA,7.11411
BGIOSGA000970-TA,10.0
BGIOSGA007157-TA,240.0
BGIOSGA029393-TA,26.0
BGIOSGA016692-TA,1.0
BGIOSGA001905-TA,198.0
BGIOSGA002763-TA,23.0
BGIOSGA028896-TA,32.0
BGIOSGA004245-TA,175.0
BGIOSGA027652-TA,24.5775
BGIOSGA023328-TA,33.6585
BGIOSGA003539-TA,3.0
BGIOSGA013639-TA,118.0
BGIOSGA031811-TA,7.0
BGIOSGA006019-TA,176.0
BGIOSGA026715-TA,78.0
BGIOSGA033046-TA,5.0
BGIOSGA008183-TA,320.0
BGIOSGA029435-TA,72.0
BGIOSGA013659-TA,38.0
BGIOSGA003428-TA,4.0
BGIOSGA012329-TA,60.0
BGIOSGA035012-TA,58.0
BGIOSGA025177-TA,2.0
BGIOSGA005684-TA,3.0
BGIOSGA001013-TA,1202.0
BGIOSGA018452-TA,2.0
BGIOSGA023699-TA,545.0
BGIOSGA010622-TA,802.0
BGIOSGA007429-TA,260.0
BGIOSGA005812-TA,18.0
BGIOSGA030916-TA,67.0
BGIOSGA022875-TA,22.0
BGIOSGA034386-TA,45.0
BGIOSGA020741-TA,6.15783
BGIOSGA022213-TA,76.0
BGIOSGA026110-TA,46.0
BGIOSGA028807-TA,11.0
BGIOSGA018974-TA,57.0
BGIOSGA031309-TA,31.0
BGIOSGA011264-TA,3.0
BGIOSGA011909-TA,286.0
BGIOSGA006178-TA,56.0
BGIOSGA032519-TA,14.0
BGIOSGA022431-TA,3.0
BGIOSGA012064-TA,3.0
BGIOSGA002313-TA,22.0
BGIOSGA016213-TA,14.0
BGIOSGA026505-TA,219.0
BGIOSGA005445-TA,153.0
BGIOSGA016222-TA,1.0
BGIOSGA030509-TA,39.0
BGIOSGA024619-TA,4.0
BGIOSGA033539-TA,1.0
BGIOSGA025040-TA,1.0
BGIOSGA003208-TA,39.0
BGIOSGA003252-TA,18.0
BGIOSGA009932-TA,172.0
BGIOSGA002003-TA,11.0
BGIOSGA034547-TA,7.80769
BGIOSGA017927-TA,177.0
BGIOSGA012501-TA,22.0
BGIOSGA011201-TA,2.0
BGIOSGA036129-TA,33.846
BGIOSGA021914-TA,45.0
BGIOSGA025924-TA,250.0
BGIOSGA023059-TA,2.0
BGIOSGA019456-TA,240.474
BGIOSGA030680-TA,31.0
BGIOSGA018630-TA,190.356
BGIOSGA029793-TA,49.0
BGIOSGA035879-TA,40.0
BGIOSGA026514-TA,72.0
BGIOSGA000436-TA,5.0
BGIOSGA033494-TA,29.0
BGIOSGA025118-TA,224.0
BGIOSGA003141-TA,3.0
BGIOSGA022137-TA,3.0
BGIOSGA009731-TA,1.0
BGIOSGA029517-TA,39.0
BGIOSGA006005-TA,38.0
BGIOSGA006161-TA,111.0
BGIOSGA016109-TA,27.0
BGIOSGA033774-TA,4.0
BGIOSGA002790-TA,157.0
BGIOSGA011193-TA,116.0
BGIOSGA027851-TA,13.0
BGIOSGA005793-TA,52.0
BGIOSGA028184-TA,198.0
BGIOSGA022729-TA,8.0
BGIOSGA015328-TA,1.0
BGIOSGA005366-TA,1.0
BGIOSGA011734-TA,4.0
BGIOSGA021203-TA,27.0
BGIOSGA030212-TA,18.2667
BGIOSGA013186-TA,18.0
BGIOSGA037564-TA,15.6107
BGIOSGA014467-TA,15.0
BGIOSGA021513-TA,72.0
BGIOSGA001387-TA,53.0
BGIOSGA019540-TA,283.0
BGIOSGA002865-TA,90.0
BGIOSGA000533-TA,1.0
BGIOSGA036133-TA,8.15396
BGIOSGA002215-TA,313.0
BGIOSGA037457-TA,85.0
BGIOSGA022970-TA,6.0
BGIOSGA011643-TA,15.0
BGIOSGA036551-TA,6.0
BGIOSGA023805-TA,5.0
BGIOSGA029062-TA,19.0
BGIOSGA025344-TA,47.0
BGIOSGA016457-TA,9.0
BGIOSGA000612-TA,78.0
BGIOSGA030879-TA,8.68421
BGIOSGA009442-TA,20.0
BGIOSGA007127-TA,599.0
BGIOSGA007267-TA,46.0
BGIOSGA008088-TA,729.0
BGIOSGA019192-TA,1.03243
BGIOSGA005939-TA,3.0
BGIOSGA009134-TA,192.0
BGIOSGA027765-TA,81.81
BGIOSGA028868-TA,59.0
BGIOSGA001964-TA,3.0
BGIOSGA017571-TA,35.0
BGIOSGA004767-TA,1.0
BGIOSGA007904-TA,1.0
BGIOSGA030065-TA,199.0
BGIOSGA023979-TA,19.0
BGIOSGA036555-TA,73.0
BGIOSGA007763-TA,109.0
BGIOSGA030622-TA,1.0
BGIOSGA029721-TA,39.0
BGIOSGA023569-TA,3.0
BGIOSGA024924-TA,1.0
BGIOSGA030711-TA,52.1613
BGIOSGA030009-TA,1.0
BGIOSGA003897-TA,22.0
BGIOSGA036329-TA,3.0
BGIOSGA019717-TA,1.09686
BGIOSGA000969-TA,6.0
BGIOSGA025318-TA,1.0
BGIOSGA021715-TA,262.0
BGIOSGA000465-TA,22.0
BGIOSGA005855-TA,7.0
BGIOSGA005956-TA,64.0
BGIOSGA001569-TA,113.0
BGIOSGA026198-TA,237.0
BGIOSGA012881-TA,25.0
BGIOSGA022547-TA,3.0
BGIOSGA022920-TA,1.0
BGIOSGA030523-TA,90.0
BGIOSGA001265-TA,3.0
BGIOSGA005003-TA,4.0
BGIOSGA026736-TA,33.0
BGIOSGA025144-TA,50.0
BGIOSGA007341-TA,36.0
BGIOSGA029795-TA,52.0
BGIOSGA018799-TA,33.3199
BGIOSGA017203-TA,47.0
BGIOSGA008866-TA,1.0
BGIOSGA013366-TA,24.0
BGIOSGA028786-TA,5.0
BGIOSGA012423-TA,1.0
BGIOSGA019475-TA,4.0
BGIOSGA014134-TA,300.0
BGIOSGA001095-TA,361.0
BGIOSGA024899-TA,100.0
BGIOSGA008039-TA,22.0
BGIOSGA021966-TA,325.0
BGIOSGA008406-TA,91.0
BGIOSGA011641-TA,1.0
BGIOSGA000851-TA,26.0
BGIOSGA034410-TA,1.0
BGIOSGA013646-TA,107.0
BGIOSGA035731-TA,1.0
BGIOSGA010196-TA,2.0
BGIOSGA004232-TA,390.0
BGIOSGA027989-TA,10.5653
BGIOSGA029564-TA,134.0
BGIOSGA003970-TA,166.0
BGIOSGA013404-TA,20.0
BGIOSGA018940-TA,582.0
BGIOSGA017248-TA,13.8153
BGIOSGA019080-TA,31.0
BGIOSGA004353-TA,13.0
BGIOSGA035542-TA,8.0
BGIOSGA037801-TA,20.0
BGIOSGA028151-TA,1.0
BGIOSGA007237-TA,171.0
BGIOSGA024884-TA,38.0
BGIOSGA034940-TA,2.0
BGIOSGA022052-TA,87.0
BGIOSGA008254-TA,111.0
BGIOSGA005277-TA,2.0
BGIOSGA028307-TA,14.0
BGIOSGA012848-TA,5.0
BGIOSGA025078-TA,4986.0
BGIOSGA017414-TA,3.0
BGIOSGA032967-TA,39.0
